ItemID,StockLevel,UnitCost,LeadTime_Days,MonthlySales,TurnoverRate
1850001,74.0,127.8,55.6,395.6,186.7
1850002,262.4,457.0,44.7,36.4,45.9
1850003,203.2,194.2,193.3,487.5,16.5
1850004,330.6,421.2,180.6,185.7,462.3
1850005,150.0,122.5,435.3,54.5,213.1
1850006,117.6,27.5,73.9,113.3,268.8
1850007,331.8,475.1,322.5,337.4,291.6
1850008,446.1,179.8,449.9,95.8,145.1
1850009,395.8,400.3,141.3,88.4,252.5
1850010,349.4,38.7,393.4,24.0,62.2
1850011,92.5,474.1,100.6,38.7,401.3
1850012,191.9,241.2,38.8,496.1,323.8
1850013,444.4,159.7,389.3,154.7,266.8
1850014,363.9,235.4,452.9,168.3,272.6
1850015,189.8,10.9,367.4,108.6,112.8
1850016,403.5,207.1,315.8,264.6,50.3
1850017,370.5,97.7,232.2,327.2,376.6
1850018,20.9,122.3,469.8,26.4,268.1
1850019,182.0,485.8,299.0,315.0,104.7
1850020,166.6,80.2,307.2,380.9,301.6
1850021,391.2,159.4,205.4,496.1,302.3
1850022,471.5,190.8,341.2,347.2,336.6
1850023,21.9,357.2,176.3,99.1,30.9
1850024,50.1,182.0,36.3,81.5,411.7
1850025,180.8,22.6,208.9,275.3,126.7
1850026,176.7,393.5,110.9,238.7,424.8
1850027,452.9,264.4,477.1,43.8,352.9
1850028,459.7,413.0,453.9,190.8,48.8
1850029,57.4,107.5,143.5,254.6,47.6
1850030,464.7,24.7,492.1,207.8,475.9
1850031,98.3,111.1,271.5,301.0,69.4
1850032,229.9,78.4,451.2,284.6,236.5
1850033,108.5,10.7,413.6,219.9,347.1
1850034,195.9,31.4,473.8,312.0,328.2
1850035,422.4,389.5,333.8,411.5,30.0
1850036,324.0,20.6,67.4,202.3,198.8
1850037,306.8,264.8,321.6,194.4,25.7
1850038,79.0,17.3,486.9,360.4,211.9
1850039,269.6,455.3,376.6,486.5,66.5
1850040,61.9,487.9,368.4,21.7,76.0
1850041,52.9,164.2,183.6,290.4,420.6
1850042,411.0,318.5,334.0,16.3,475.5
1850043,370.8,256.3,161.8,312.3,237.1
1850044,159.5,49.6,463.7,319.5,127.3
1850045,283.8,173.8,377.2,208.2,42.2
1850046,362.0,142.7,293.1,427.1,63.6
