CustomerID,TotalPurchases,AvgOrderValue,Tenure_Months,ChurnRisk,CustomerLifetimeValue
1010001,263.0,386.2,41.3,83.1,136.5
1010002,289.6,469.3,316.6,208.8,150.3
1010003,24.0,208.5,401.8,322.7,72.0
1010004,94.0,151.0,404.1,272.3,102.4
1010005,345.8,492.1,260.3,209.7,145.5
1010006,418.6,22.4,220.3,495.2,396.3
1010007,160.4,279.3,277.3,29.1,128.7
1010008,447.9,255.9,87.9,167.8,35.5
1010009,363.6,168.0,442.4,498.2,11.9
1010010,103.1,411.1,363.3,97.4,201.5
1010011,281.6,226.4,338.7,217.8,319.4
1010012,182.5,130.4,219.6,13.5,63.0
1010013,99.1,436.1,201.4,243.9,296.5
1010014,394.9,260.3,232.5,448.9,222.4
1010015,483.1,416.7,491.4,72.3,310.6
1010016,123.9,152.9,128.8,200.1,343.8
1010017,50.9,217.6,98.3,384.5,317.5
1010018,305.7,428.6,361.0,64.2,100.2
1010019,367.2,168.7,332.9,122.8,434.7
1010020,145.4,439.0,131.0,40.2,72.4
1010021,345.8,117.6,328.9,484.2,128.3
1010022,263.8,257.5,80.0,478.2,487.0
1010023,33.8,458.2,70.8,286.8,119.3
1010024,77.6,265.9,213.8,427.1,260.2
1010025,101.6,170.0,491.7,178.1,117.1
1010026,497.2,459.9,73.4,13.1,394.0
1010027,265.1,449.3,229.1,364.0,202.7
1010028,293.6,61.0,237.6,459.3,54.5
1010029,370.1,167.2,493.6,229.4,409.0
1010030,275.6,405.1,313.9,116.7,27.0
1010031,457.4,105.4,301.8,385.0,326.1
1010032,405.9,229.7,331.0,405.4,440.1
1010033,207.5,143.7,425.2,447.1,200.8
1010034,185.0,430.9,414.1,460.7,282.1
1010035,476.9,407.3,349.8,46.3,33.2
1010036,178.4,439.7,454.2,32.7,386.7
1010037,433.9,148.9,241.2,63.0,46.1
1010038,416.8,498.2,434.7,497.1,395.9
1010039,273.7,494.2,163.0,87.4,190.2
1010040,462.0,251.4,307.6,421.0,34.9
1010041,57.6,230.5,122.6,173.6,150.0
1010042,60.4,466.0,39.5,425.5,80.2
1010043,353.7,445.4,210.5,259.1,338.9
1010044,446.3,498.0,61.5,363.3,177.3
1010045,88.2,471.9,374.7,166.0,31.3
1010046,145.0,125.6,484.2,401.2,429.6
1010047,339.5,435.7,349.3,475.6,387.5
1010048,90.5,37.8,363.5,210.6,396.1
1010049,353.7,322.5,158.2,31.2,243.5
1010050,248.9,469.8,83.5,236.2,64.6
1010051,343.5,469.0,165.6,270.8,96.8
1010052,265.6,445.2,65.2,326.3,244.1
1010053,31.3,169.4,487.0,121.1,184.0
1010054,119.7,459.5,33.1,339.8,17.8
1010055,291.9,342.5,469.7,50.6,57.0
1010056,69.0,399.8,363.0,147.6,198.3
1010057,255.1,216.5,362.1,473.8,150.8
1010058,77.6,55.0,254.9,435.1,135.8
1010059,35.9,166.8,345.5,67.9,400.5
1010060,97.4,218.2,225.3,153.6,103.8
1010061,226.8,408.7,153.3,208.2,292.9
1010062,440.0,230.5,120.9,434.3,403.4
1010063,475.1,252.1,288.0,282.3,248.9
1010064,244.3,473.0,257.1,366.7,269.4
1010065,235.9,430.9,350.7,47.8,334.1
1010066,322.3,369.1,39.4,149.6,82.1
1010067,169.1,335.0,256.4,278.0,198.9
1010068,67.6,371.3,234.1,193.0,301.0
1010069,35.0,281.8,435.1,499.5,105.1
1010070,322.5,304.3,144.1,498.7,359.7
1010071,408.0,263.8,482.5,274.3,52.0
1010072,338.4,140.8,377.5,175.0,165.5
1010073,329.4,48.4,76.2,132.0,96.5
1010074,218.0,483.3,66.5,466.9,179.1
1010075,331.7,220.0,192.8,384.1,257.4
1010076,112.5,436.7,376.0,389.1,316.2
1010077,333.4,259.3,300.2,397.0,20.3
1010078,269.5,121.8,219.4,187.1,452.6
