CustomerID,TotalPurchases,AvgOrderValue,Tenure_Months,ChurnRisk,CustomerLifetimeValue
1310001,328.6,248.4,125.9,485.9,438.5
1310002,474.6,330.2,150.5,131.2,177.5
1310003,200.1,26.2,253.7,382.1,491.9
1310004,324.2,232.5,474.3,308.8,376.8
1310005,348.4,235.6,61.1,111.8,485.3
1310006,72.0,53.5,378.3,478.6,208.8
1310007,127.3,194.7,125.3,77.4,308.3
1310008,134.5,95.7,192.2,55.2,329.3
1310009,219.0,177.6,431.1,17.1,477.3
1310010,421.1,235.5,78.8,275.8,36.6
1310011,375.1,39.2,95.6,425.8,229.1
1310012,196.5,243.9,436.2,116.3,232.4
1310013,138.2,367.2,424.1,192.1,221.6
1310014,36.1,259.0,278.8,310.9,259.0
1310015,224.1,117.9,165.1,270.5,188.6
1310016,112.4,232.9,40.6,384.4,93.8
1310017,301.3,396.1,467.6,103.1,366.9
1310018,58.5,209.7,39.7,430.3,290.1
1310019,119.8,130.6,119.0,284.6,115.3
1310020,296.3,140.8,227.4,494.8,58.4
1310021,479.9,387.8,409.1,329.4,262.6
1310022,112.8,401.8,98.2,344.4,464.8
1310023,334.1,217.1,146.6,37.7,39.6
1310024,256.3,461.3,283.7,191.3,252.5
1310025,166.9,249.0,336.2,440.3,150.2
1310026,71.3,152.0,269.7,38.9,400.6
1310027,405.4,223.4,403.1,162.5,23.9
1310028,493.6,417.5,190.5,384.5,472.0
1310029,276.1,172.4,52.1,91.5,68.0
1310030,123.3,85.1,461.3,353.5,421.1
1310031,305.7,474.6,477.0,55.9,295.2
1310032,96.6,24.0,101.4,160.3,164.4
1310033,444.4,265.0,492.1,339.4,266.7
1310034,298.6,,398.8,110.2,141.2
1310035,363.4,336.9,427.0,165.4,225.2
1310036,145.1,446.6,177.9,343.9,467.2
1310037,396.2,,366.7,197.4,208.1
1310038,75.0,158.4,257.5,461.2,120.3
1310039,205.9,127.6,50.1,38.5,364.6
1310040,318.6,222.2,169.4,19.9,224.4
1310041,217.8,406.2,60.1,498.1,450.4
1310042,89.3,116.4,400.6,203.7,232.9
1310043,265.0,40.8,334.6,376.1,220.4
1310044,307.5,65.2,434.0,151.8,137.6
1310045,294.6,457.7,380.4,261.3,290.2
1310046,412.3,282.8,104.8,102.4,329.9
1310047,492.6,225.1,58.4,384.8,28.1
1310048,467.9,338.3,152.5,213.5,473.8
1310049,452.5,420.1,105.8,75.2,181.0
1310050,175.6,390.4,46.0,23.2,398.5
1310051,393.8,345.9,356.3,418.2,444.9
1310052,374.4,481.5,480.6,210.3,301.3
1310053,294.5,123.5,107.1,243.1,391.6
1310054,222.0,303.3,386.3,302.7,482.7
1310055,337.3,344.1,458.0,31.2,105.4
1310056,126.0,343.2,464.1,116.0,443.4
1310057,231.4,257.2,355.7,106.7,370.9
1310058,460.8,95.9,193.1,421.0,145.1
1310059,483.8,160.4,336.9,163.0,135.1
1310060,386.8,252.7,408.6,121.3,35.1
1310061,170.1,324.0,322.9,394.1,26.6
1310062,315.2,61.9,260.4,11.4,61.2
