DayID,TradingVolume,DailyRange_Percent,VIX_Index,InstitutionalBuy_Percent,PriceVolatility
1100001,66.9,154.2,425.6,98.8,135.1
1100002,332.6,84.1,266.1,329.4,279.4
1100003,194.0,386.2,340.4,264.0,195.2
1100004,310.3,460.6,319.9,203.2,436.7
1100005,343.0,416.8,67.1,376.1,396.0
1100006,344.4,273.7,185.8,229.9,480.1
1100007,478.0,166.4,492.9,405.1,154.9
1100008,322.2,426.8,244.8,285.1,331.7
1100009,261.3,153.8,288.8,140.1,162.3
1100010,52.2,288.0,304.6,243.3,78.4
1100011,199.9,439.9,401.7,426.6,88.4
1100012,152.3,222.4,221.0,257.6,46.1
1100013,76.3,90.0,408.5,473.3,433.8
1100014,15.0,170.1,,67.5,484.1
1100015,212.3,473.8,473.8,69.2,466.0
1100016,251.4,241.5,347.1,286.6,218.9
1100017,20.5,370.7,219.7,117.6,274.8
1100018,284.2,399.4,450.7,390.7,127.6
1100019,48.0,444.5,205.6,470.8,195.0
1100020,209.8,331.1,91.2,101.4,344.1
1100021,163.9,288.1,154.3,461.5,481.8
1100022,387.6,222.3,28.3,474.0,424.3
1100023,304.5,197.0,223.8,467.3,324.5
1100024,214.5,181.6,201.9,387.5,36.9
1100025,174.2,369.0,413.9,58.0,330.9
1100026,22.3,241.1,142.2,282.2,351.6
1100027,53.9,447.2,492.1,355.7,384.6
1100028,428.5,298.3,296.1,338.3,447.1
1100029,250.6,113.5,104.5,97.4,456.7
1100030,132.3,333.4,266.8,450.3,227.2
1100031,383.0,402.2,79.0,137.8,382.8
1100032,274.7,379.0,408.4,492.1,438.4
1100033,199.0,354.3,25.0,124.7,95.9
1100034,325.6,290.2,409.5,40.4,135.7
1100035,94.1,95.1,421.6,382.2,281.7
1100036,357.5,417.1,318.0,349.7,122.7
1100037,29.7,417.8,96.2,342.6,425.9
1100038,304.0,494.1,443.8,481.2,175.5
1100039,109.6,168.6,39.4,263.5,63.4
1100040,132.0,392.1,438.7,398.8,115.3
1100041,205.6,261.8,255.0,280.8,313.2
1100042,359.8,194.9,442.2,308.0,285.3
1100043,398.3,328.0,84.2,332.6,75.3
1100044,448.5,115.9,14.7,320.9,445.6
1100045,118.1,494.3,277.0,330.0,450.1
1100046,16.4,145.2,175.4,240.2,400.9
1100047,382.8,30.7,349.4,232.7,117.8
1100048,99.5,118.2,164.6,200.0,274.8
1100049,398.8,291.8,487.1,414.1,244.2
1100050,475.9,104.5,399.6,345.0,148.9
1100051,11.9,477.2,294.4,302.0,38.5
1100052,450.2,448.1,314.2,281.5,456.7
