EmployeeID,ExpYears,Department,Gender,EducationLevel,Salary
1680001,302.9,Support,M,444.2,41.5
1680002,265.2,HR,M,455.0,37.5
1680003,130.9,Engineering,M,242.1,370.0
1680004,175.4,Sales,F,207.6,271.2
1680005,424.8,Sales,M,299.9,99.1
1680006,329.2,HR,F,353.3,162.5
1680007,369.4,HR,M,241.7,411.5
1680008,260.8,Support,M,112.8,171.0
1680009,453.1,Support,M,13.8,106.2
1680010,493.3,Support,F,411.1,157.2
1680011,392.1,HR,F,154.1,120.7
1680012,460.1,Sales,M,83.3,235.9
1680013,206.8,Sales,M,376.2,212.3
1680014,378.5,Engineering,M,361.0,429.9
1680015,283.2,HR,M,354.0,109.4
1680016,236.7,HR,M,471.2,290.6
1680017,472.9,Engineering,M,280.8,304.1
1680018,472.2,Sales,M,329.3,77.1
1680019,400.7,Sales,F,63.0,469.3
1680020,226.0,Sales,F,252.1,444.6
1680021,117.9,HR,F,163.9,114.6
1680022,187.3,Support,M,423.0,253.2
1680023,233.2,Engineering,M,107.3,203.9
1680024,92.0,Sales,F,447.3,128.4
1680025,462.7,Engineering,M,317.8,263.1
1680026,129.5,Sales,M,468.2,160.6
1680027,422.0,HR,F,368.4,272.5
1680028,92.0,Sales,M,132.2,325.5
1680029,340.6,HR,F,147.4,278.6
1680030,169.3,Sales,F,151.1,159.3
1680031,249.7,HR,F,278.7,212.7
1680032,124.1,Sales,M,371.3,158.1
1680033,255.6,Sales,F,237.0,190.5
1680034,19.4,HR,F,361.5,286.7
1680035,29.1,Support,M,114.0,52.2
1680036,77.7,Support,M,455.1,126.3
1680037,236.2,Sales,M,113.4,140.4
1680038,196.9,Sales,M,37.1,348.2
1680039,323.5,HR,F,150.0,27.9
1680040,212.7,Support,M,488.0,308.1
1680041,189.4,HR,M,427.1,22.6
1680042,338.3,Sales,M,289.8,442.2
1680043,140.3,Engineering,F,289.0,139.4
1680044,427.5,Engineering,F,358.6,176.2
1680045,212.4,Support,M,30.9,155.7
1680046,471.2,Support,M,268.8,359.5
1680047,260.2,Sales,M,250.8,10.9
1680048,11.8,Support,F,236.2,67.0
1680049,420.6,Support,M,215.9,25.4
1680050,300.9,HR,M,314.0,253.9
1680051,12.5,Support,M,441.4,498.8
1680052,156.7,Support,M,296.4,479.9
1680053,376.3,HR,M,458.3,353.6
1680054,212.3,Support,F,186.0,178.7
1680055,139.8,Engineering,F,442.0,148.3
1680056,318.7,HR,F,165.4,296.8
1680057,155.7,Support,M,359.2,324.3
1680058,386.7,Support,M,256.0,353.9
1680059,54.5,HR,M,239.3,79.5
1680060,422.5,Engineering,F,283.6,304.6
1680061,273.1,Support,M,483.9,235.9
1680062,21.1,Sales,F,152.6,453.0
1680063,289.1,Sales,F,335.9,385.9
1680064,416.7,Sales,F,187.5,416.2
1680065,367.8,Engineering,F,451.9,456.1
1680066,273.2,Support,M,292.9,192.2
1680067,50.7,HR,F,114.0,15.3
