TransactionID,Amount,Distance_From_Home,Use_Chip,Online_Order,Is_Fraud
1320001,392.6,403.3,0,0,0
1320002,196.8,332.9,1,1,1
1320003,416.0,,1,0,0
1320004,393.0,,1,1,1
1320005,402.8,29.3,0,0,1
1320006,184.9,376.8,1,1,0
1320007,481.4,465.3,0,0,1
1320008,184.6,133.7,0,1,0
1320009,411.1,12.9,1,0,0
1320010,453.5,275.2,1,1,0
1320011,31.0,54.6,1,1,0
1320012,17.9,266.9,0,1,0
1320013,282.5,86.9,0,1,0
1320014,49.5,261.3,1,1,0
1320015,482.5,19.2,0,1,1
1320016,210.2,469.6,0,0,0
1320017,169.5,392.9,1,0,0
1320018,237.6,42.6,0,0,0
1320019,437.0,149.4,1,1,0
1320020,183.0,215.3,0,1,0
1320021,115.7,188.2,1,1,0
1320022,108.8,305.5,1,0,0
1320023,128.1,483.2,1,1,1
1320024,115.1,145.4,0,0,0
1320025,133.1,427.6,0,0,0
1320026,167.2,197.4,1,0,0
1320027,273.0,165.8,1,0,0
1320028,49.6,236.9,1,1,0
1320029,30.8,46.4,0,1,0
1320030,356.2,286.0,1,1,0
1320031,477.8,243.4,1,0,0
1320032,310.6,350.7,0,1,1
1320033,346.6,439.4,0,0,0
1320034,116.9,247.0,0,1,0
1320035,439.7,446.5,1,0,0
1320036,88.1,283.6,1,1,0
1320037,260.4,236.7,0,0,1
1320038,112.4,465.8,0,0,0
1320039,186.4,245.5,0,1,1
1320040,52.9,162.2,1,1,0
1320041,69.5,235.1,0,1,0
1320042,497.5,46.5,1,0,0
1320043,261.9,183.7,0,1,0
1320044,344.8,209.0,0,1,0
1320045,64.2,100.3,0,1,0
1320046,321.6,173.0,1,0,1
1320047,193.7,441.6,1,0,0
1320048,18.0,149.3,1,0,0
1320049,325.3,379.9,0,1,0
1320050,59.6,213.2,0,0,0
1320051,88.0,150.5,0,1,0
1320052,351.7,136.7,0,1,0
1320053,148.5,,0,0,0
1320054,418.2,40.9,1,0,0
1320055,468.1,252.4,1,0,0
1320056,106.3,78.2,1,0,0
1320057,222.1,451.6,1,1,0
1320058,414.9,277.1,0,1,0
1320059,107.2,302.4,0,0,0
1320060,410.1,62.6,0,1,0
1320061,50.2,405.4,1,0,1
1320062,206.9,420.7,0,0,0
1320063,487.1,66.4,1,0,1
1320064,441.3,28.6,0,1,0
1320065,29.2,161.6,0,1,1
1320066,163.8,259.7,0,0,1
1320067,14.3,125.5,0,1,0
1320068,43.2,447.9,1,1,1
1320069,171.9,211.6,1,0,0
1320070,33.5,485.8,0,0,0
1320071,490.0,402.8,1,1,0
1320072,291.1,498.9,1,0,0
1320073,378.6,318.0,0,1,1
1320074,443.4,293.1,1,1,0
1320075,409.2,338.9,0,0,0
1320076,146.9,44.1,1,0,1
1320077,454.4,54.2,0,1,0
1320078,169.2,372.9,1,1,0
1320079,466.9,241.9,1,0,0
1320080,230.0,341.4,0,1,0
1320081,290.5,181.3,1,0,0
1320082,110.4,29.6,1,0,0
1320083,434.6,61.0,0,1,0
1320084,143.3,86.0,0,0,0
1320085,264.9,66.7,0,0,0
1320086,242.1,471.8,1,1,0
1320087,260.5,231.5,1,0,0
1320088,163.1,162.6,1,1,0
1320089,426.6,232.6,1,0,0
1320090,439.9,72.5,0,1,0
1320091,404.5,142.7,1,0,0
1320092,302.6,317.5,0,0,0
1320093,56.4,193.0,1,1,0
1320094,206.8,401.7,0,1,0
1320095,48.7,190.8,0,1,0
1320096,324.9,203.1,1,1,0
1320097,180.1,28.3,0,1,0
1320098,79.9,10.7,0,1,0
1320099,159.6,448.4,1,1,0
1320100,374.4,221.6,1,1,0
1320101,349.2,472.7,0,0,0
1320102,52.6,30.5,0,1,1
1320103,415.6,74.7,1,0,0
1320104,258.7,419.3,0,0,0
