DayID,TradingVolume,DailyRange_Percent,VIX_Index,InstitutionalBuy_Percent,PriceVolatility
1600001,418.4,401.3,466.7,107.4,61.1
1600002,168.5,54.9,400.8,353.4,139.1
1600003,196.1,295.8,81.5,137.6,196.0
1600004,160.2,416.5,181.2,60.9,374.3
1600005,287.6,393.4,120.1,163.7,387.9
1600006,352.3,217.0,457.3,313.3,365.6
1600007,96.9,257.9,215.1,187.0,255.3
1600008,202.0,212.5,251.9,364.6,234.7
1600009,158.4,182.8,91.0,322.3,444.2
1600010,369.6,199.0,443.4,356.1,25.1
1600011,467.6,27.5,219.1,75.9,157.9
1600012,429.5,250.8,390.5,136.0,300.0
1600013,207.6,20.2,416.1,470.8,349.6
1600014,37.0,332.4,113.1,498.7,347.2
1600015,47.6,284.7,140.1,466.1,94.8
1600016,460.3,484.3,461.9,306.8,128.5
1600017,273.4,403.2,150.0,404.6,84.6
1600018,238.8,96.2,,368.4,35.1
1600019,130.4,165.4,128.8,34.8,307.7
1600020,242.2,122.3,394.3,29.2,97.7
1600021,340.2,423.8,275.2,394.5,480.4
1600022,489.2,350.6,406.8,94.7,398.6
1600023,485.7,367.3,245.4,368.5,87.7
1600024,266.8,79.8,420.8,104.4,435.8
1600025,445.4,122.7,417.2,59.1,192.2
1600026,412.9,281.3,64.7,431.5,265.1
1600027,399.9,82.3,415.5,42.3,131.2
1600028,287.6,110.0,340.6,241.4,28.5
1600029,317.7,197.6,360.2,346.6,360.8
1600030,204.9,23.3,299.9,253.5,35.9
1600031,290.4,68.1,241.1,139.9,492.0
1600032,327.1,399.1,301.1,35.9,23.1
1600033,95.1,476.0,171.6,387.9,149.2
1600034,233.0,460.8,208.3,376.2,55.0
1600035,432.6,98.9,11.9,20.5,298.4
1600036,231.8,324.3,269.9,21.7,292.7
1600037,424.0,175.9,470.6,430.0,288.3
1600038,46.0,468.0,470.5,66.0,24.5
1600039,495.8,251.9,169.9,299.7,441.1
1600040,98.0,362.8,307.6,264.5,67.1
1600041,318.9,405.8,90.3,58.3,445.4
1600042,97.6,258.9,324.0,232.1,18.4
1600043,145.4,238.6,390.2,342.5,410.3
1600044,234.4,207.0,146.0,159.0,95.0
1600045,377.4,176.8,343.4,210.6,98.7
1600046,367.3,210.5,255.8,380.9,149.0
1600047,295.7,201.4,21.8,260.4,296.8
1600048,42.4,245.7,317.6,102.2,488.6
1600049,54.0,134.9,18.2,36.5,29.1
1600050,52.5,51.7,480.4,204.4,271.5
1600051,379.7,113.4,401.1,88.5,464.2
1600052,175.6,205.5,365.8,273.7,350.7
1600053,156.2,167.6,347.3,95.9,13.4
1600054,158.0,232.8,380.0,401.2,398.4
1600055,492.5,119.5,231.0,229.5,497.4
1600056,268.9,423.7,393.1,160.2,170.2
1600057,228.1,59.4,54.9,140.1,367.3
1600058,386.8,207.6,355.4,267.2,278.2
1600059,231.7,112.6,188.9,58.1,388.8
1600060,460.4,444.1,109.1,160.4,323.1
1600061,482.3,53.9,27.2,443.8,303.4
1600062,286.6,192.8,211.5,444.2,393.2
1600063,326.0,481.4,261.1,159.9,161.4
1600064,91.6,145.2,397.0,74.1,498.8
1600065,79.5,129.5,51.3,207.3,300.2
1600066,121.4,115.2,115.9,311.0,286.8
1600067,85.5,162.3,485.3,107.6,118.5
1600068,325.8,86.4,34.5,277.5,377.7
1600069,400.8,108.3,343.4,406.9,361.8
1600070,465.0,67.3,138.2,427.7,64.8
1600071,459.5,406.1,246.9,191.1,491.5
1600072,33.5,419.8,254.3,48.6,467.9
1600073,196.5,213.5,392.6,61.6,460.1
1600074,74.7,176.1,494.4,377.6,273.5
1600075,205.5,191.7,320.1,189.5,468.8
1600076,303.2,250.1,288.8,74.0,130.1
1600077,287.2,464.0,63.1,406.2,415.8
1600078,326.1,88.8,373.1,465.3,388.3
1600079,478.5,460.4,148.9,485.0,84.4
1600080,314.8,330.8,246.9,368.1,191.9
1600081,373.3,297.0,285.6,63.9,115.4
1600082,291.0,403.4,494.1,448.0,171.4
1600083,351.7,135.7,396.8,337.9,328.6
1600084,426.0,279.8,285.4,337.3,297.2
1600085,120.7,276.2,211.3,379.8,60.7
1600086,148.2,157.4,260.7,78.5,367.4
1600087,109.5,113.2,392.4,142.2,29.3
1600088,362.0,330.0,251.8,293.7,101.5
1600089,434.8,405.4,181.9,279.7,14.4
1600090,482.7,494.4,310.2,343.1,369.9
1600091,391.0,438.3,292.3,168.6,294.5
1600092,170.2,121.9,36.0,343.8,225.5
1600093,431.0,499.6,81.7,116.7,356.9
1600094,49.9,38.0,355.1,52.2,259.5
1600095,34.0,259.4,430.7,157.8,448.0
1600096,253.0,261.2,10.3,53.0,477.1
1600097,465.7,325.0,396.6,54.4,473.6
1600098,491.9,351.6,450.3,354.7,173.1
1600099,339.2,195.8,254.3,275.3,93.0
1600100,137.7,270.2,490.1,86.8,278.7
1600101,130.0,36.3,,258.7,94.2
1600102,484.6,453.3,327.4,107.9,264.4
1600103,421.6,166.2,156.3,85.8,429.2
1600104,368.4,176.7,46.5,336.8,454.2
1600105,249.0,227.8,114.0,211.5,386.4
1600106,382.1,415.8,63.3,11.5,383.0
1600107,347.0,86.4,81.1,492.8,478.2
1600108,107.4,323.8,219.3,109.4,192.5
1600109,67.6,289.2,333.9,283.9,21.6
1600110,90.2,412.8,126.9,314.3,279.0
1600111,192.6,175.5,85.8,379.1,313.9
1600112,249.0,253.4,279.4,261.7,398.6
1600113,303.8,90.5,396.2,456.8,84.9
1600114,296.0,190.9,459.9,148.2,67.5
1600115,171.8,453.3,83.7,458.1,392.0
1600116,10.9,354.6,358.8,348.0,367.0
1600117,382.2,472.9,343.6,493.3,52.2
1600118,259.6,407.6,,167.6,218.7
1600119,77.9,63.1,93.1,423.9,302.1
1600120,243.0,498.5,195.0,138.0,83.8
1600121,273.3,23.4,242.1,438.7,356.9
1600122,192.4,207.8,149.0,67.5,403.9
1600123,471.4,288.2,357.0,111.0,243.6
1600124,162.8,331.4,301.5,427.6,403.9
1600125,361.9,122.9,394.8,493.9,23.0
1600126,317.8,170.5,364.7,487.7,303.1
1600127,299.2,362.5,175.5,200.1,75.4
1600128,434.5,318.3,423.6,111.3,199.3
1600129,37.8,45.6,54.7,59.7,97.4
1600130,179.2,183.5,223.5,157.1,234.3
1600131,99.7,37.7,431.4,311.8,133.5
1600132,71.0,89.5,372.9,459.4,159.3
1600133,202.9,259.0,477.7,57.8,453.5
1600134,280.7,188.9,430.9,237.6,443.8
1600135,213.8,88.6,155.9,58.5,389.7
1600136,39.3,263.3,302.8,27.5,428.7
1600137,100.7,44.1,278.2,277.1,86.6
1600138,169.6,206.0,162.2,11.4,433.4
1600139,46.7,489.0,166.3,323.4,422.3
1600140,298.6,409.8,340.6,207.0,245.7
1600141,485.0,333.7,487.8,349.5,77.1
1600142,362.0,220.4,107.3,190.7,430.0
1600143,400.4,207.2,,367.3,38.5
1600144,317.3,225.6,441.8,402.2,181.6
1600145,445.2,482.9,288.2,125.5,277.0
1600146,70.1,178.6,,421.7,161.2
1600147,440.8,284.6,483.7,146.6,363.2
1600148,80.4,251.6,343.4,90.3,392.1
1600149,136.3,459.3,473.4,298.1,414.4
1600150,437.0,476.6,243.3,436.9,409.8
1600151,403.0,460.4,162.6,76.0,463.7
1600152,29.6,79.4,250.4,176.6,234.4
1600153,341.0,254.5,464.2,280.7,210.0
1600154,16.8,90.5,301.1,295.8,449.1
1600155,133.1,161.6,105.6,466.9,259.8
1600156,86.4,499.5,321.2,206.6,199.0
1600157,388.0,284.2,198.8,67.2,371.6
1600158,262.9,432.9,32.5,69.3,271.3
1600159,210.6,170.0,142.7,191.2,136.3
1600160,79.0,469.4,18.9,200.8,233.5
1600161,14.7,392.9,94.9,110.9,88.3
1600162,17.9,316.4,58.2,266.6,345.3
1600163,108.4,312.5,389.3,495.6,241.1
1600164,112.2,355.6,484.1,129.2,24.1
