DayID,AQI,PM25_Density,Temperature,RespiratoryAdmissions,RiskLevel
1960001,347.9,204.9,135.4,104.9,Low
1960002,293.2,444.7,491.4,342.7,Low
1960003,34.3,429.4,373.3,20.3,Low
1960004,97.8,458.9,448.3,341.0,Low
1960005,258.5,153.2,294.4,329.8,Low
1960006,210.5,160.9,150.9,415.0,Medium
1960007,378.0,144.0,67.1,343.9,Low
1960008,264.5,61.9,494.4,451.5,High
1960009,491.8,458.7,318.9,282.0,Medium
1960010,486.0,175.8,36.8,55.0,Medium
1960011,181.5,138.7,410.7,178.3,High
1960012,58.0,174.0,341.6,191.0,Low
1960013,438.4,69.3,370.6,120.8,High
1960014,303.3,140.6,403.6,173.9,Medium
1960015,319.1,401.9,49.0,111.6,Medium
1960016,123.9,369.3,113.4,361.7,Low
1960017,224.4,129.0,60.6,422.5,Low
1960018,299.0,136.0,421.3,74.1,Low
1960019,228.3,153.1,445.4,148.9,Low
1960020,319.7,119.1,361.1,416.7,Medium
1960021,465.1,394.7,132.1,343.5,Low
1960022,76.9,249.0,96.3,152.3,Medium
1960023,118.7,152.4,120.9,244.7,Medium
1960024,264.3,144.7,286.6,348.3,High
1960025,94.0,153.2,12.7,288.7,Low
1960026,42.9,100.7,346.8,238.9,Low
1960027,404.9,97.0,173.2,90.1,Low
1960028,96.5,307.5,123.1,467.1,High
1960029,173.9,332.0,327.6,452.1,Medium
1960030,326.1,235.8,213.8,160.4,Medium
1960031,206.8,44.0,466.1,113.5,Low
1960032,379.5,439.6,74.1,359.3,Low
1960033,40.6,489.4,10.1,433.7,Medium
1960034,435.0,295.3,85.3,65.1,Medium
1960035,176.5,43.9,444.0,228.7,Low
1960036,465.6,317.1,128.7,199.6,High
1960037,449.4,105.9,343.0,291.8,High
1960038,186.5,298.5,117.4,107.1,High
1960039,417.2,285.0,490.4,499.2,Medium
1960040,29.7,13.8,428.1,200.6,High
1960041,53.9,405.7,307.5,175.6,Medium
1960042,153.8,326.5,72.5,189.6,Medium
1960043,142.3,11.2,158.6,231.9,Medium
1960044,108.7,261.2,284.1,107.9,Medium
1960045,42.6,493.6,305.2,175.4,Medium
1960046,392.1,186.3,181.9,259.8,High
1960047,407.6,88.6,19.5,433.1,Medium
1960048,498.7,169.6,32.3,244.6,High
1960049,22.7,56.8,411.5,284.5,High
1960050,58.7,150.5,26.5,319.9,Low
1960051,413.0,460.1,394.9,158.9,Medium
1960052,408.1,281.3,232.7,86.5,High
1960053,358.0,489.8,145.9,44.9,Low
1960054,484.8,170.1,27.5,481.2,High
1960055,104.5,438.3,127.2,316.0,Low
1960056,268.3,394.2,176.1,320.5,Low
1960057,48.5,158.1,186.1,26.0,Low
1960058,476.5,58.6,23.9,372.9,Low
1960059,477.8,41.7,113.6,167.9,Medium
1960060,254.3,115.6,295.7,75.2,Medium
1960061,465.0,204.4,183.5,37.0,Low
1960062,47.1,362.0,301.2,351.2,Medium
1960063,307.9,368.9,415.9,267.8,Medium
1960064,106.7,210.7,329.3,151.3,Medium
1960065,318.4,338.6,373.6,293.6,Medium
1960066,431.1,129.6,356.6,131.3,Medium
1960067,125.1,63.6,430.9,326.4,Low
1960068,444.7,164.4,489.7,163.0,High
1960069,276.3,286.2,52.1,212.6,Low
1960070,480.7,437.6,302.0,12.9,High
1960071,90.9,74.1,177.9,366.2,High
1960072,202.8,206.5,81.3,451.7,Low
1960073,492.7,81.8,272.1,281.2,Medium
1960074,105.6,155.4,216.6,170.9,Low
1960075,145.8,380.3,387.6,263.2,High
1960076,153.4,195.4,243.3,416.6,Medium
1960077,257.9,164.8,232.4,57.8,Low
1960078,450.7,221.2,322.7,123.7,Medium
1960079,470.6,56.7,458.8,74.2,Low
1960080,70.3,468.3,438.8,233.9,High
1960081,259.6,37.4,112.9,485.5,High
1960082,367.5,202.7,303.7,23.9,High
1960083,166.1,158.3,229.0,47.5,Low
1960084,248.9,201.4,50.7,479.9,Low
1960085,335.6,357.3,197.0,172.2,Low
1960086,454.0,240.9,146.9,322.6,Medium
1960087,272.4,154.6,429.1,391.9,Medium
1960088,98.9,45.5,307.2,257.4,High
1960089,343.5,390.9,327.0,345.5,Medium
1960090,28.6,469.9,435.3,16.4,Medium
1960091,187.5,498.7,165.9,310.7,Medium
1960092,85.2,236.4,146.6,357.3,Low
1960093,210.8,301.6,256.4,258.1,Medium
1960094,423.4,488.8,53.2,254.3,Low
1960095,63.8,107.0,42.7,416.2,Low
1960096,462.8,269.0,278.9,325.9,High
1960097,29.2,434.6,416.2,53.4,High
1960098,229.8,403.5,288.0,142.0,Medium
1960099,98.0,403.8,109.1,281.8,Medium
1960100,185.9,73.7,492.6,236.9,Medium
1960101,361.4,,35.9,261.6,High
1960102,140.5,274.5,307.3,444.0,Medium
1960103,437.8,476.4,99.9,131.3,High
1960104,226.4,135.5,325.5,381.4,Low
1960105,494.5,362.3,114.5,26.4,High
1960106,94.6,106.5,48.6,334.2,Low
1960107,32.1,15.3,81.3,211.1,Medium
1960108,82.8,497.5,339.5,423.4,High
1960109,248.1,255.7,177.2,64.3,Low
1960110,197.2,219.8,368.1,188.3,High
1960111,427.7,31.6,61.9,353.2,High
1960112,181.7,15.0,157.1,167.5,Medium
1960113,320.2,303.7,438.8,424.0,High
1960114,125.0,159.8,376.1,255.3,Medium
1960115,331.9,46.6,496.6,148.0,Low
1960116,257.5,12.6,164.4,84.8,Low
1960117,144.3,347.7,353.7,481.9,Medium
1960118,422.6,,88.6,217.1,Medium
1960119,418.8,437.0,436.3,496.8,High
1960120,197.1,372.2,90.6,192.0,Medium
1960121,495.6,156.7,188.2,127.1,High
1960122,469.4,389.2,180.9,271.5,Medium
1960123,455.8,135.9,122.8,279.2,Low
1960124,295.9,33.2,44.9,177.4,High
1960125,193.9,364.3,451.2,257.6,Low
1960126,225.4,463.5,412.6,225.9,Medium
1960127,479.9,178.2,478.4,323.8,Low
1960128,118.5,75.5,310.8,215.5,Low
1960129,146.1,187.4,84.7,138.2,Medium
1960130,209.1,175.8,386.5,436.5,Medium
1960131,434.4,262.5,124.1,331.5,Medium
1960132,290.4,435.3,295.1,491.3,Medium
1960133,336.0,367.8,145.7,296.4,Medium
