ItemID,StockLevel,UnitCost,LeadTime_Days,MonthlySales,TurnoverRate
1550001,329.6,219.2,263.2,189.1,291.3
1550002,461.4,338.8,334.6,499.7,170.9
1550003,94.8,47.7,162.2,300.1,94.5
1550004,314.1,222.9,270.0,276.4,48.2
1550005,62.2,278.3,269.6,329.1,10.0
1550006,100.9,81.2,277.4,329.3,399.0
1550007,127.7,192.9,336.6,391.5,430.0
1550008,245.5,37.3,337.7,411.0,455.4
1550009,79.8,207.7,308.1,311.4,285.0
1550010,430.7,340.9,447.9,426.7,32.6
1550011,210.8,411.7,79.8,52.2,211.5
1550012,268.4,305.1,376.9,461.4,129.7
1550013,,47.9,252.8,162.3,135.8
1550014,409.8,396.5,491.1,340.9,125.1
1550015,247.9,213.6,149.1,225.1,461.6
1550016,398.8,345.7,54.2,190.7,170.0
1550017,203.4,294.9,312.5,324.5,222.7
1550018,368.5,461.0,495.3,28.8,352.5
1550019,215.3,34.5,294.0,30.8,147.3
1550020,344.2,452.0,365.8,395.5,213.5
1550021,20.2,112.5,445.6,242.3,374.6
1550022,60.6,434.4,197.7,438.7,332.3
1550023,13.5,108.4,478.6,468.5,379.9
1550024,161.7,74.0,281.9,202.0,134.2
1550025,23.0,145.0,119.0,126.3,354.8
1550026,191.5,35.9,182.2,445.6,187.7
1550027,320.2,43.9,417.4,294.0,263.0
1550028,90.6,300.5,72.1,130.6,216.6
1550029,167.3,423.0,125.9,141.5,22.1
1550030,205.8,464.3,226.1,157.0,475.4
1550031,339.1,235.6,454.7,59.6,274.3
1550032,471.4,251.7,112.1,482.4,45.8
1550033,486.7,282.6,367.8,109.9,499.1
1550034,255.0,302.6,55.0,141.3,485.7
1550035,149.0,287.4,120.6,16.7,165.1
1550036,346.9,58.7,225.0,214.1,220.6
1550037,94.3,406.1,277.7,42.3,379.7
1550038,57.5,337.9,33.3,84.2,281.3
1550039,,180.8,459.2,362.2,372.3
1550040,61.6,458.6,190.7,174.9,231.4
1550041,340.2,349.3,69.4,481.6,11.2
1550042,222.3,462.8,312.1,217.6,101.2
1550043,382.6,393.6,497.1,79.9,266.5
1550044,92.4,400.4,431.8,110.2,188.9
1550045,297.0,278.8,117.4,151.6,336.7
1550046,66.8,198.3,185.4,40.6,240.9
1550047,361.2,217.1,411.3,93.9,324.5
1550048,36.2,44.1,27.0,395.6,58.1
1550049,127.9,20.1,171.3,282.3,307.9
1550050,243.6,56.0,150.9,112.8,253.3
1550051,145.6,355.7,351.1,371.0,415.6
1550052,89.2,242.0,158.5,492.0,223.9
1550053,22.4,447.1,236.1,405.8,133.8
1550054,299.8,91.9,133.3,227.1,86.2
1550055,27.2,230.8,254.4,451.6,58.0
