TransactionID,ItemCount,FreshProduce_Percent,CouponUsed,PaymentMethod,TotalSpend
1190001,425.4,171.2,1,29.4,160.1
1190002,253.9,323.4,0,250.1,148.0
1190003,110.0,419.2,1,99.8,37.2
1190004,378.6,90.6,0,201.8,104.8
1190005,319.1,24.9,0,180.4,231.3
1190006,37.9,36.4,0,392.7,351.1
1190007,31.0,447.1,0,337.6,337.1
1190008,215.8,122.8,1,326.5,499.5
1190009,493.7,121.6,0,226.1,338.4
1190010,54.3,177.3,0,59.7,453.6
1190011,69.8,27.3,0,286.3,248.4
1190012,274.5,220.2,0,467.1,439.7
1190013,398.5,66.1,0,467.6,411.0
1190014,199.1,60.7,0,146.8,83.0
1190015,170.5,352.9,0,367.0,92.5
1190016,31.2,319.8,1,252.9,417.1
1190017,175.9,451.0,1,317.6,238.7
1190018,276.2,306.2,0,366.5,286.9
1190019,280.9,498.3,0,388.4,70.4
1190020,361.4,276.0,1,145.2,458.2
1190021,286.5,277.1,1,422.9,212.0
1190022,303.5,483.6,1,65.2,359.8
1190023,396.0,75.8,0,456.0,317.8
1190024,433.4,17.2,1,361.4,333.6
1190025,404.4,28.9,1,399.5,401.9
1190026,139.5,20.4,1,232.0,405.8
1190027,293.5,171.9,1,441.8,326.7
1190028,76.6,186.1,1,341.3,34.0
1190029,291.8,422.0,0,249.1,32.5
1190030,30.9,355.4,0,421.0,173.2
1190031,408.8,243.6,0,336.8,264.9
1190032,150.2,379.9,1,476.4,495.8
1190033,474.0,182.6,1,444.0,481.3
1190034,414.7,294.6,0,227.2,207.4
1190035,30.7,411.3,0,190.6,231.4
1190036,203.3,408.5,0,327.5,309.8
1190037,159.5,186.5,1,283.0,253.6
1190038,386.1,,0,158.1,159.3
1190039,48.2,467.4,0,443.6,413.8
1190040,254.9,108.8,1,334.5,12.2
1190041,213.8,425.6,0,208.5,286.7
1190042,361.1,66.6,1,397.6,111.6
1190043,330.1,270.7,1,317.0,67.5
1190044,174.7,35.9,1,244.1,386.8
1190045,178.6,350.8,1,68.1,17.9
1190046,132.3,486.2,1,441.9,24.6
1190047,272.4,298.6,0,16.4,310.0
1190048,318.9,74.8,1,258.0,384.0
1190049,112.4,149.9,0,24.0,194.2
1190050,70.0,134.2,1,294.8,375.4
1190051,264.3,316.0,0,335.0,271.6
1190052,62.9,295.9,1,267.1,51.3
1190053,428.3,268.0,0,490.4,146.6
1190054,56.1,14.3,1,84.1,134.8
1190055,128.0,207.7,0,309.4,186.8
1190056,382.0,209.0,1,143.9,27.9
1190057,269.2,429.0,0,393.8,139.8
1190058,66.8,438.0,1,403.1,223.1
1190059,60.7,359.4,0,98.0,372.9
1190060,308.2,423.3,0,416.0,269.0
1190061,306.0,380.5,0,220.8,362.6
1190062,156.6,161.1,1,37.9,37.6
1190063,387.2,370.9,1,152.9,38.6
1190064,452.3,198.4,0,323.9,209.8
1190065,261.7,124.5,1,351.5,162.1
1190066,362.3,44.8,0,249.0,410.9
1190067,11.8,211.3,0,234.9,388.5
1190068,167.6,175.8,1,211.3,107.5
