ItemID,StockLevel,UnitCost,LeadTime_Days,MonthlySales,TurnoverRate
1650001,414.8,116.1,249.2,251.1,296.9
1650002,311.8,420.4,488.6,136.0,462.3
1650003,455.9,248.3,47.0,377.2,257.3
1650004,486.4,77.5,65.6,271.6,87.0
1650005,485.3,195.2,294.4,115.7,438.0
1650006,408.1,293.0,236.9,47.0,424.0
1650007,99.5,368.7,399.7,338.9,233.6
1650008,38.8,395.7,376.2,444.3,353.2
1650009,454.0,197.4,389.4,456.8,171.7
1650010,145.9,222.5,439.3,256.0,256.6
1650011,,262.8,305.1,324.1,408.7
1650012,126.4,13.6,188.3,445.0,295.5
1650013,104.9,68.0,311.2,205.8,302.9
1650014,449.0,332.2,348.7,464.3,229.6
1650015,440.7,153.3,140.7,460.2,350.9
1650016,330.7,399.0,265.6,387.6,168.8
1650017,359.0,89.4,450.2,12.1,129.8
1650018,485.1,200.7,218.2,400.5,208.9
1650019,382.6,390.7,447.7,450.4,43.0
1650020,97.1,127.1,232.8,22.0,473.5
1650021,327.5,353.0,354.3,136.6,315.4
1650022,101.7,34.1,108.2,290.0,278.0
1650023,364.0,441.8,357.8,20.8,146.5
1650024,379.4,292.4,171.3,341.1,139.3
1650025,322.0,161.1,343.8,148.6,195.1
1650026,194.8,17.3,433.9,106.5,104.2
1650027,212.1,415.2,307.4,113.9,92.7
1650028,67.0,125.2,25.2,165.0,399.2
1650029,124.6,422.2,10.7,34.1,118.0
1650030,196.9,228.3,404.0,142.3,195.8
1650031,326.4,170.9,208.1,297.8,265.2
1650032,48.2,311.6,454.1,202.0,86.7
1650033,118.9,497.1,360.6,28.9,17.7
1650034,213.3,37.1,368.3,184.5,403.5
1650035,217.9,137.5,22.2,39.2,144.8
1650036,275.0,114.8,360.6,88.3,433.3
1650037,483.5,260.3,189.4,183.5,286.6
1650038,122.5,272.9,158.5,384.8,404.9
1650039,43.6,124.9,445.2,286.2,115.3
1650040,166.7,16.5,476.1,261.9,32.2
1650041,155.5,268.7,225.6,120.9,45.4
1650042,109.6,278.9,135.7,101.5,310.9
1650043,445.8,173.0,282.9,344.3,184.9
1650044,40.0,265.7,492.0,108.1,319.8
1650045,109.0,61.0,195.2,109.2,429.3
1650046,295.4,384.5,47.0,187.6,322.1
1650047,337.9,167.8,489.0,124.8,24.9
1650048,483.6,149.1,244.2,365.0,257.9
1650049,394.3,138.7,100.8,366.6,268.3
1650050,485.1,448.4,120.9,189.5,411.4
1650051,108.9,178.1,330.4,333.5,232.4
1650052,208.1,315.6,158.4,21.3,209.8
1650053,204.7,434.9,481.4,412.7,96.5
1650054,492.3,47.2,483.6,478.3,485.5
1650055,369.5,237.5,119.0,383.2,87.5
1650056,14.1,451.7,246.6,289.9,408.1
1650057,149.6,82.1,245.6,144.3,270.5
1650058,315.0,349.1,307.9,57.7,395.7
1650059,12.7,426.5,349.4,353.8,173.2
1650060,366.1,27.0,371.2,146.8,384.2
1650061,320.9,86.1,488.9,205.8,371.8
1650062,63.4,404.4,410.5,446.8,208.5
1650063,190.4,144.2,415.4,14.9,300.6
1650064,178.0,15.1,378.0,253.1,412.5
1650065,244.3,271.4,331.1,140.9,234.9
1650066,269.2,460.5,42.9,251.1,83.1
1650067,135.7,233.8,418.5,397.8,478.5
1650068,219.5,406.8,232.3,216.2,220.2
1650069,20.5,324.7,450.5,320.4,213.6
1650070,86.4,30.1,74.8,430.9,317.9
1650071,312.1,316.7,42.1,389.1,57.5
1650072,290.9,225.5,123.9,136.4,214.8
1650073,89.2,445.5,334.4,272.0,94.8
1650074,290.1,304.5,241.6,116.9,19.8
1650075,367.1,318.0,224.7,438.0,246.9
1650076,237.1,165.2,235.6,109.0,193.6
1650077,39.8,314.4,286.7,118.9,254.0
1650078,49.9,17.9,322.0,432.6,281.8
1650079,181.7,168.5,72.0,191.2,386.9
1650080,274.8,126.6,83.3,240.9,469.6
1650081,193.1,362.1,95.4,267.0,73.5
1650082,226.5,156.5,338.1,17.0,492.6
1650083,473.7,490.1,27.4,476.8,393.0
1650084,159.1,305.6,163.7,223.2,253.3
1650085,124.5,486.1,56.1,377.0,106.5
1650086,32.5,193.0,128.5,115.5,413.2
1650087,197.1,71.9,467.9,131.6,141.7
1650088,65.3,351.3,58.2,68.7,45.9
1650089,373.9,115.1,311.4,186.5,351.4
1650090,266.5,226.2,413.6,153.8,185.1
1650091,412.8,145.1,41.3,119.4,471.1
1650092,73.3,81.5,359.7,348.2,237.9
1650093,88.4,178.1,287.4,196.6,209.4
1650094,438.0,112.5,481.2,140.3,411.1
1650095,36.3,125.2,184.6,419.7,398.1
1650096,54.9,479.5,109.3,420.4,394.5
1650097,200.2,154.2,456.4,123.8,49.0
1650098,67.9,192.6,395.8,495.0,443.7
1650099,497.6,63.7,157.0,420.1,14.0
1650100,377.2,358.1,406.3,77.8,362.7
1650101,103.3,265.3,245.3,209.7,78.0
1650102,478.1,16.8,61.1,464.4,470.1
1650103,413.8,133.1,199.4,376.4,107.5
