EmployeeID,ExpYears,Department,Gender,EducationLevel,Salary
1080001,124.5,Support,M,282.8,57.8
1080002,26.8,Sales,F,23.6,270.2
1080003,294.2,HR,M,255.2,270.6
1080004,73.3,Engineering,M,205.3,50.8
1080005,346.3,HR,F,315.5,315.8
1080006,345.0,HR,M,175.5,135.5
1080007,437.9,Support,M,183.2,281.1
1080008,72.2,Support,M,147.9,474.9
1080009,298.9,Support,M,108.6,39.3
1080010,35.8,Support,M,438.9,336.7
1080011,167.9,Support,F,184.2,309.1
1080012,233.3,Engineering,M,433.6,233.7
1080013,453.4,Engineering,M,137.2,413.3
1080014,275.3,HR,F,180.0,487.4
1080015,28.1,HR,F,113.1,45.4
1080016,351.7,Support,M,308.5,81.6
1080017,497.0,Sales,M,201.7,277.6
1080018,108.0,Support,M,72.7,228.3
1080019,324.4,HR,F,36.8,384.8
1080020,373.2,Engineering,M,319.4,231.9
1080021,151.1,Engineering,F,100.3,271.4
1080022,57.4,HR,M,117.4,344.6
1080023,334.9,Support,F,78.0,100.3
1080024,79.3,Sales,M,464.8,109.8
1080025,325.5,Support,F,223.5,235.8
1080026,107.0,Sales,M,470.3,441.7
1080027,318.9,Engineering,F,470.5,339.1
1080028,331.0,Sales,F,77.8,347.1
1080029,361.2,Sales,F,426.6,313.5
1080030,268.0,Support,M,38.6,153.6
1080031,13.8,HR,F,85.6,497.6
1080032,30.3,Engineering,F,82.7,304.1
1080033,145.9,Sales,M,125.5,178.5
1080034,462.9,Sales,M,133.4,91.5
1080035,159.3,Engineering,M,407.1,305.5
1080036,469.4,HR,F,93.9,373.2
1080037,443.9,Engineering,M,319.7,158.9
1080038,235.9,Support,M,22.1,136.6
1080039,227.2,HR,M,434.3,320.4
1080040,466.8,Engineering,M,222.3,190.1
1080041,321.4,HR,F,138.3,129.2
1080042,308.6,Sales,F,289.1,81.7
1080043,260.4,Sales,M,407.9,76.7
1080044,105.7,Support,M,55.8,412.8
1080045,253.5,Engineering,F,428.5,277.4
1080046,57.3,HR,M,381.5,310.2
1080047,404.6,Engineering,F,25.3,202.3
1080048,395.6,Engineering,M,117.4,253.2
1080049,369.3,Support,F,181.0,380.7
1080050,18.4,HR,M,286.1,479.0
1080051,130.0,HR,F,392.8,429.6
1080052,86.2,HR,F,376.1,129.5
1080053,403.3,HR,M,163.7,294.3
1080054,222.3,HR,F,116.4,273.3
1080055,187.2,Engineering,M,251.0,122.3
1080056,361.5,Support,M,239.1,273.8
1080057,327.3,Support,M,288.5,164.5
1080058,334.4,Support,F,131.3,265.9
1080059,284.2,Engineering,F,428.9,363.6
1080060,365.8,Sales,F,301.0,103.8
1080061,471.0,Engineering,F,300.4,381.9
1080062,490.5,Engineering,M,398.0,470.2
1080063,338.9,Engineering,F,255.0,116.0
1080064,331.9,Sales,M,61.9,458.2
1080065,82.7,HR,M,449.7,70.8
1080066,95.0,Sales,F,290.5,221.6
1080067,73.1,HR,F,161.5,337.8
1080068,222.0,Support,F,322.9,340.6
1080069,394.6,Engineering,M,467.8,333.3
1080070,183.8,Sales,M,158.3,164.9
1080071,181.7,Engineering,F,206.0,354.5
