ProjectID,TeamSize,DeployCount_Weekly,SuccessRate_Percent,RollbackTime_Mins,PerformanceScore
1940001,484.2,303.9,102.9,137.7,287.1
1940002,362.1,264.9,318.4,250.8,488.3
1940003,290.6,133.5,158.1,219.5,143.1
1940004,278.8,321.8,435.1,137.7,21.6
1940005,341.0,300.2,339.7,498.0,314.8
1940006,372.6,360.4,434.1,315.3,35.2
1940007,88.9,292.9,35.7,129.1,457.7
1940008,286.1,193.5,246.6,36.9,258.7
1940009,353.3,279.5,273.2,253.1,195.6
1940010,335.3,274.8,255.2,309.2,407.3
1940011,346.7,298.8,424.2,423.9,29.8
1940012,44.9,263.5,17.9,398.7,447.1
1940013,245.4,65.7,139.1,446.4,475.1
1940014,173.0,361.9,491.8,60.7,320.6
1940015,11.9,486.7,119.5,340.6,340.9
1940016,163.5,325.6,,247.7,193.7
1940017,454.7,287.2,12.2,337.2,302.6
1940018,184.0,122.6,54.1,464.8,487.1
1940019,215.2,381.2,371.2,283.8,46.1
1940020,447.3,75.3,412.6,261.6,20.0
1940021,194.3,149.7,311.6,22.9,159.7
1940022,140.4,99.2,80.3,314.9,456.8
1940023,39.6,169.0,56.2,152.2,239.1
1940024,31.5,407.9,336.2,448.2,32.5
1940025,342.8,387.1,435.1,276.3,324.1
1940026,366.7,251.9,352.9,116.3,229.8
1940027,183.0,437.5,39.2,362.6,309.9
1940028,31.3,184.7,56.1,241.1,323.1
1940029,208.9,60.7,220.6,264.7,223.6
1940030,435.1,454.7,165.6,319.7,92.6
1940031,399.3,38.4,130.4,130.4,474.9
1940032,324.4,173.0,308.5,484.1,145.1
1940033,49.0,334.4,96.6,473.6,346.8
1940034,253.2,134.3,358.5,219.9,83.5
1940035,155.4,79.8,496.6,399.7,95.5
1940036,157.3,157.7,184.5,377.1,392.9
1940037,217.9,75.6,417.4,460.2,195.8
1940038,173.8,257.5,224.2,133.3,343.3
1940039,301.1,11.7,340.9,303.1,324.8
1940040,432.4,108.6,335.4,350.5,314.0
1940041,405.4,221.0,487.0,295.9,240.9
1940042,420.4,351.6,235.6,88.6,171.6
1940043,396.5,14.9,478.2,72.2,333.7
1940044,49.5,377.6,325.1,390.3,190.9
1940045,404.7,108.1,324.8,468.2,353.3
1940046,297.7,382.5,454.1,106.0,18.3
1940047,36.7,394.2,59.1,468.6,295.0
1940048,89.4,428.8,262.5,219.3,115.4
1940049,249.7,213.8,351.1,27.6,443.9
1940050,255.1,423.2,129.4,305.0,192.0
1940051,216.1,289.7,418.4,119.9,78.7
1940052,328.5,48.7,164.2,122.4,259.9
1940053,161.3,446.1,399.7,444.9,407.2
1940054,308.9,367.1,245.5,161.4,192.6
1940055,394.8,266.1,492.9,307.1,341.5
1940056,263.9,223.3,169.9,487.9,378.2
1940057,335.4,242.6,440.2,379.7,408.9
1940058,34.9,282.6,,452.9,128.7
1940059,165.8,153.8,210.2,383.4,384.8
1940060,324.0,307.1,149.3,194.1,28.6
1940061,291.7,265.8,12.6,89.6,160.8
1940062,168.4,82.4,228.9,482.0,283.1
1940063,39.4,25.5,442.9,477.0,446.3
1940064,80.8,123.1,52.3,126.5,18.8
1940065,149.5,47.5,426.9,447.2,385.8
1940066,341.2,291.5,343.1,366.8,373.9
1940067,81.6,313.2,453.5,232.6,38.0
1940068,298.6,243.0,185.7,384.3,165.7
1940069,327.6,318.0,267.2,244.5,401.7
1940070,32.3,296.3,233.2,166.7,236.7
1940071,44.6,319.5,368.4,102.1,260.6
1940072,407.2,364.1,289.6,306.5,306.6
1940073,51.4,144.5,63.1,359.2,58.2
1940074,229.3,193.7,218.5,303.2,372.0
1940075,161.5,181.6,244.0,90.0,347.9
1940076,224.6,110.9,439.4,122.5,83.7
1940077,443.1,14.6,282.9,147.2,416.4
1940078,213.3,419.0,356.4,423.0,449.1
1940079,293.2,180.0,436.1,43.1,352.8
1940080,42.5,88.2,11.7,477.9,208.9
1940081,371.8,80.2,414.4,126.2,276.6
1940082,49.1,496.4,268.7,59.1,139.5
1940083,184.8,241.5,241.2,100.4,403.5
1940084,181.8,410.6,34.5,383.0,60.0
1940085,259.9,193.3,223.8,149.6,25.7
1940086,112.1,135.4,387.0,268.8,413.2
1940087,139.7,432.1,278.0,123.6,223.8
1940088,359.0,152.8,63.8,67.5,372.1
1940089,445.8,152.8,26.6,306.0,265.3
1940090,243.9,355.2,227.5,76.9,172.5
1940091,204.1,194.8,171.7,233.2,470.6
1940092,333.1,447.0,181.1,99.8,422.2
1940093,130.2,312.3,252.4,475.3,89.6
1940094,125.2,202.4,366.3,378.0,37.7
1940095,195.4,130.4,353.0,401.3,99.0
1940096,237.1,263.4,306.0,477.0,83.7
1940097,438.0,411.6,198.4,442.1,407.3
1940098,212.2,398.0,109.8,253.3,470.0
1940099,330.7,487.3,134.3,88.7,189.4
1940100,30.7,423.1,52.8,444.6,238.7
1940101,96.2,410.7,434.2,157.2,95.5
1940102,473.1,388.6,382.1,84.7,105.1
1940103,352.2,74.7,375.8,401.2,112.2
1940104,324.0,56.9,60.7,259.7,270.4
1940105,105.8,349.9,498.8,398.8,302.0
1940106,92.8,393.3,146.4,497.3,56.8
1940107,349.8,479.8,255.1,440.8,25.0
1940108,491.0,471.9,350.8,92.2,239.3
1940109,98.3,228.7,279.3,195.0,121.2
1940110,409.3,477.5,147.9,270.4,79.2
1940111,186.3,177.3,74.9,120.8,477.5
1940112,28.8,62.6,249.9,106.9,65.4
1940113,33.7,250.4,320.5,442.8,326.5
1940114,450.4,288.7,201.1,268.1,231.6
1940115,70.8,263.4,77.6,27.0,361.4
1940116,140.8,275.3,375.9,129.8,238.0
1940117,420.4,471.1,214.9,406.0,402.1
1940118,332.4,195.8,43.4,160.4,341.3
1940119,496.9,94.3,191.5,280.5,185.6
1940120,38.5,415.7,32.2,19.7,147.9
1940121,195.8,109.9,301.0,26.9,119.2
1940122,471.1,60.6,69.0,452.7,79.2
1940123,268.3,129.0,406.7,73.8,304.1
1940124,495.8,401.9,51.2,282.9,90.2
1940125,497.9,45.7,303.2,437.9,174.2
1940126,421.3,324.7,291.4,449.6,91.4
1940127,17.1,305.6,372.8,201.6,465.6
1940128,226.6,77.1,177.4,83.3,271.7
1940129,149.4,236.7,453.0,220.8,251.4
1940130,488.0,353.0,465.5,329.8,67.4
1940131,221.5,115.7,453.2,315.7,234.1
1940132,109.5,308.4,13.2,398.8,88.7
1940133,221.5,226.9,444.7,104.2,232.7
1940134,285.5,230.8,334.2,389.8,437.6
1940135,257.0,385.5,321.4,79.4,390.2
1940136,100.3,108.6,406.5,393.5,21.4
1940137,254.0,79.9,425.4,458.7,182.3
1940138,483.7,91.0,429.1,126.9,347.0
1940139,377.5,189.4,355.3,174.4,191.7
1940140,183.5,397.9,487.6,104.1,381.9
1940141,296.2,268.0,157.9,153.9,422.9
1940142,443.7,250.0,72.2,426.3,191.7
1940143,36.2,461.3,200.9,402.3,194.6
1940144,456.2,492.5,357.8,57.7,113.2
1940145,415.5,298.3,485.8,364.2,171.9
1940146,131.6,459.4,24.1,454.0,257.2
1940147,388.3,242.5,261.4,214.3,198.6
1940148,37.2,352.3,490.4,383.6,311.3
1940149,167.7,470.1,312.9,368.0,334.1
1940150,29.6,144.3,420.8,457.9,120.8
1940151,414.3,140.5,357.4,300.1,433.7
1940152,158.5,75.6,495.3,202.2,322.9
1940153,473.9,128.9,348.1,294.8,94.2
1940154,142.7,161.4,214.3,205.3,246.3
1940155,110.7,97.8,394.2,305.5,417.9
1940156,269.1,188.3,479.6,344.3,395.8
1940157,494.0,435.2,24.9,439.8,241.8
1940158,316.9,137.8,392.1,344.3,65.0
1940159,354.1,153.1,364.7,410.9,203.6
1940160,420.9,347.5,451.6,156.9,370.1
1940161,463.1,276.5,433.9,379.5,341.0
1940162,270.4,225.0,493.0,268.3,172.5
1940163,326.0,480.0,134.7,465.5,495.3
1940164,183.9,106.7,163.3,485.9,424.6
1940165,266.1,166.1,246.2,403.8,282.9
1940166,475.7,261.0,128.8,54.2,139.0
1940167,476.3,400.6,355.2,386.9,293.9
1940168,283.9,106.6,199.5,462.8,392.7
1940169,374.9,179.1,249.5,53.6,356.9
1940170,153.8,344.3,84.2,238.3,324.2
1940171,160.2,46.1,481.3,21.4,270.5
1940172,464.6,473.3,318.7,380.7,230.5
1940173,288.0,240.3,197.7,404.3,361.7
1940174,358.9,154.2,186.6,43.6,143.3
1940175,340.1,489.4,259.5,329.4,25.6
1940176,97.5,359.6,127.2,345.0,313.7
1940177,135.7,492.8,465.7,312.2,69.4
1940178,273.7,237.9,77.3,246.1,344.6
1940179,159.7,66.6,54.3,75.9,348.4
1940180,378.6,173.8,244.9,105.5,264.1
1940181,12.0,58.6,470.1,357.5,445.3
1940182,220.7,382.0,496.5,325.4,138.5
1940183,486.5,391.9,337.7,407.8,83.1
1940184,169.6,339.9,70.4,67.1,350.8
1940185,238.3,463.7,160.8,238.4,419.9
1940186,424.5,479.2,298.6,218.1,492.8
1940187,356.4,166.4,23.3,247.1,402.6
1940188,421.7,193.3,14.8,118.7,24.5
1940189,235.0,472.8,180.4,204.8,316.4
1940190,428.3,167.6,53.6,399.5,234.5
1940191,98.1,376.3,161.8,237.3,235.5
1940192,243.5,65.3,172.5,27.4,413.7
1940193,495.9,335.8,126.7,287.4,92.6
1940194,60.6,396.7,495.4,380.7,191.4
1940195,447.3,110.4,72.3,110.8,396.4
1940196,404.9,373.6,42.1,71.5,316.0
1940197,198.4,57.7,253.1,281.9,484.6
1940198,80.6,187.5,427.9,275.7,108.2
1940199,162.3,429.4,122.9,360.9,407.7
1940200,429.2,47.1,465.0,351.8,291.7
1940201,211.2,428.1,411.3,53.5,159.3
1940202,449.6,370.5,214.8,25.9,410.2
1940203,375.3,112.5,109.8,339.1,402.1
1940204,75.4,251.2,311.4,495.8,76.6
1940205,331.3,122.1,124.6,405.6,417.4
1940206,136.1,112.8,406.8,339.2,135.8
1940207,491.5,345.3,227.4,257.9,150.7
1940208,284.3,275.5,341.2,246.8,242.0
1940209,179.4,28.7,82.9,221.5,337.9
1940210,482.8,474.9,342.8,344.3,78.6
1940211,260.6,482.5,405.6,94.7,399.0
1940212,378.7,165.1,387.7,333.9,199.7
1940213,445.0,437.9,293.8,37.9,183.0
1940214,256.4,323.8,33.0,487.9,48.5
1940215,52.0,33.8,246.1,44.2,154.6
1940216,454.4,213.8,461.5,12.7,379.2
1940217,65.2,265.3,270.7,422.2,168.1
1940218,330.5,403.1,258.8,288.4,259.2
1940219,72.7,409.6,254.6,181.4,202.1
1940220,225.4,375.0,32.4,97.2,443.2
1940221,330.5,97.3,76.3,145.3,454.0
1940222,296.9,19.4,500.0,27.9,378.5
1940223,473.4,84.9,373.7,400.8,356.6
1940224,328.5,183.6,108.8,262.2,449.5
1940225,400.3,381.0,454.5,300.8,284.5
1940226,221.3,60.4,330.2,254.4,274.2
1940227,417.6,340.5,403.7,97.2,126.0
1940228,205.0,159.3,424.3,381.2,214.3
1940229,34.0,111.7,307.4,81.4,262.9
1940230,374.1,168.3,235.9,416.2,312.3
1940231,40.7,398.3,163.0,399.6,366.8
1940232,372.0,112.2,166.4,365.1,69.0
1940233,359.4,143.6,114.7,206.3,110.5
1940234,81.3,479.3,306.0,290.8,357.8
1940235,307.0,32.1,411.4,186.7,415.8
1940236,399.5,312.3,32.2,392.8,390.7
1940237,25.3,135.4,130.9,84.1,141.8
1940238,475.5,489.1,390.8,387.9,71.9
1940239,32.9,144.3,417.8,77.1,235.5
1940240,379.5,340.8,387.8,463.4,77.1
1940241,457.2,144.9,109.2,65.8,296.1
1940242,214.8,219.0,434.2,123.9,109.3
1940243,304.5,141.9,266.4,109.7,415.3
1940244,452.8,210.0,281.0,245.6,459.8
1940245,465.2,96.1,216.8,473.0,248.7
1940246,88.5,321.7,263.0,108.4,194.3
1940247,331.3,168.3,493.5,317.3,177.5
1940248,366.0,465.2,330.9,22.8,225.1
1940249,366.2,261.7,80.0,375.0,34.2
1940250,214.8,47.1,233.7,340.6,167.2
1940251,152.9,177.2,107.0,253.8,437.4
1940252,374.7,190.3,,408.6,196.9
1940253,420.7,362.8,378.8,78.9,439.9
1940254,191.3,388.1,409.8,34.8,38.6
