TransactionID,ItemCount,FreshProduce_Percent,CouponUsed,PaymentMethod,TotalSpend
1490001,441.8,386.8,0,176.8,79.8
1490002,490.1,399.0,0,264.6,433.0
1490003,433.6,497.6,0,443.7,398.9
1490004,420.7,363.3,0,444.1,45.2
1490005,455.8,166.3,1,195.1,400.9
1490006,431.9,468.4,0,428.5,422.5
1490007,240.7,133.8,0,89.3,248.8
1490008,226.2,359.2,1,367.2,388.2
1490009,304.1,427.7,1,11.0,103.6
1490010,44.2,493.9,1,60.6,176.8
1490011,215.0,483.9,0,382.2,164.9
1490012,452.0,443.4,0,200.2,360.6
1490013,64.4,172.5,0,361.8,70.8
1490014,456.6,392.5,0,152.1,186.0
1490015,105.2,358.2,0,346.4,446.1
1490016,92.2,,1,217.1,23.4
1490017,477.2,79.4,0,499.1,29.9
1490018,485.6,10.7,1,434.2,117.9
1490019,381.2,422.9,1,150.5,390.1
1490020,446.4,291.3,0,492.6,328.9
1490021,293.4,127.7,0,393.8,125.5
1490022,431.2,290.6,0,395.8,299.7
1490023,70.6,326.8,0,77.4,155.0
1490024,446.7,361.2,0,152.2,19.0
1490025,300.0,170.5,1,311.1,330.1
1490026,303.4,432.8,0,265.3,309.5
1490027,110.8,,0,474.4,228.3
1490028,140.7,330.6,1,397.9,126.0
1490029,469.2,88.3,1,54.0,219.3
1490030,360.3,175.4,1,209.7,348.0
1490031,360.4,299.8,1,150.0,426.2
1490032,160.5,58.4,0,422.9,133.5
1490033,53.1,123.5,0,416.9,426.9
1490034,287.4,135.7,0,369.6,125.9
1490035,354.0,125.9,1,95.7,62.1
1490036,157.3,446.3,1,404.6,175.7
1490037,366.2,198.1,1,312.1,407.5
1490038,234.9,331.8,1,290.0,69.8
1490039,27.2,237.5,0,449.0,144.1
1490040,429.5,197.1,0,12.3,259.1
1490041,127.3,70.5,0,303.9,57.7
1490042,318.8,179.8,1,376.6,138.3
1490043,256.0,31.6,0,93.6,76.6
1490044,48.2,199.0,1,144.4,342.9
1490045,336.6,143.6,0,336.6,392.5
1490046,70.5,97.5,0,423.1,307.9
1490047,431.2,248.9,1,314.2,333.2
1490048,499.1,363.8,0,120.4,455.4
1490049,42.5,493.8,1,237.2,474.2
1490050,114.4,325.5,0,274.3,104.4
1490051,53.6,492.0,0,87.5,289.3
1490052,80.1,274.9,1,483.2,55.0
1490053,361.0,269.1,1,304.6,18.2
1490054,321.8,429.7,0,426.6,393.3
1490055,111.7,416.6,0,36.3,222.4
1490056,312.7,33.7,1,464.1,109.6
1490057,497.5,480.2,1,343.6,331.0
1490058,320.9,263.5,1,272.5,312.3
1490059,398.8,71.0,1,59.3,387.4
1490060,242.4,206.7,1,112.2,309.8
1490061,94.6,126.9,0,434.5,16.7
1490062,199.0,248.5,0,174.4,499.3
1490063,91.5,455.0,1,489.7,102.6
1490064,10.0,130.7,0,258.6,308.5
1490065,37.0,377.5,0,341.8,292.9
1490066,304.2,288.4,0,68.7,381.1
1490067,160.1,242.9,0,74.3,193.8
1490068,338.5,173.9,0,102.9,26.4
1490069,128.8,346.2,1,140.4,274.4
1490070,324.2,484.6,0,392.4,385.8
1490071,114.3,257.7,1,494.2,126.9
1490072,199.8,23.8,1,27.4,426.7
1490073,497.5,118.2,1,185.7,446.7
1490074,376.4,53.7,1,187.5,104.8
1490075,377.3,113.1,0,373.2,37.0
1490076,404.4,227.9,1,148.2,126.7
1490077,496.9,161.5,1,176.8,397.3
1490078,375.1,178.8,1,217.6,347.2
1490079,306.8,93.5,0,232.7,209.2
1490080,29.4,78.8,1,372.0,435.0
1490081,110.5,24.8,0,72.6,297.2
1490082,180.7,132.4,1,78.9,225.7
1490083,250.3,,1,489.9,413.4
1490084,43.2,63.2,0,311.9,476.2
1490085,465.2,60.7,0,444.2,231.6
1490086,406.8,289.3,0,59.6,242.5
1490087,253.0,91.1,1,248.3,102.9
1490088,70.6,405.1,1,349.9,454.7
1490089,188.6,19.5,1,267.3,185.2
1490090,185.1,438.6,1,338.1,450.3
1490091,447.4,389.4,0,12.8,229.9
1490092,282.1,176.2,1,226.7,476.6
1490093,420.3,377.6,1,71.1,322.7
1490094,89.2,47.8,0,27.8,424.8
1490095,127.5,143.6,1,250.7,352.1
1490096,458.1,284.9,1,210.7,167.2
1490097,484.5,250.1,0,188.1,426.2
1490098,144.1,423.8,1,350.9,341.2
1490099,429.4,498.5,1,330.3,197.7
1490100,80.5,114.9,1,442.7,494.6
1490101,133.8,144.7,1,103.0,69.1
1490102,186.7,222.7,0,243.0,239.3
1490103,292.1,481.9,1,133.0,307.0
1490104,71.8,154.0,1,79.5,465.7
1490105,437.1,43.8,1,170.2,382.0
1490106,484.4,218.7,1,305.4,406.8
1490107,379.4,138.4,0,173.9,484.8
1490108,485.8,54.2,1,164.1,100.9
1490109,166.7,224.0,1,100.1,229.4
1490110,85.5,365.4,1,18.8,244.9
1490111,35.2,99.3,0,424.4,191.7
1490112,11.1,167.8,0,71.7,443.2
1490113,455.3,278.0,1,305.1,441.1
1490114,326.2,268.5,0,369.0,187.4
1490115,336.3,170.7,1,345.7,18.5
1490116,167.5,499.9,0,235.5,98.6
1490117,22.9,421.0,0,294.9,409.4
1490118,359.4,256.1,0,323.6,116.7
1490119,204.9,57.1,0,10.1,123.9
1490120,334.4,485.4,0,447.5,239.1
1490121,77.7,257.6,1,468.9,449.2
1490122,22.0,89.8,0,163.4,273.4
1490123,93.3,197.1,0,80.3,429.4
1490124,276.4,445.8,0,65.1,175.2
1490125,378.4,32.5,1,45.7,34.1
1490126,417.8,174.3,0,108.6,320.8
1490127,187.1,495.3,1,266.6,241.8
1490128,454.7,55.2,0,131.3,192.6
1490129,93.7,33.1,1,123.7,294.6
1490130,275.5,484.1,0,172.1,305.6
1490131,360.5,346.6,1,328.5,86.2
