EmployeeID,ExpYears,Department,Gender,EducationLevel,Salary
1380001,377.2,Sales,M,81.6,82.0
1380002,355.6,Support,F,113.3,499.2
1380003,168.8,HR,F,280.2,178.1
1380004,476.6,Support,F,243.3,342.1
1380005,421.6,Support,M,493.6,306.5
1380006,48.0,HR,M,301.1,499.1
1380007,198.4,Support,F,444.0,25.0
1380008,105.6,HR,F,497.8,458.7
1380009,462.2,Support,F,292.7,324.6
1380010,267.9,Engineering,M,146.8,457.0
1380011,197.1,Engineering,F,176.8,194.7
1380012,37.7,Sales,M,339.4,349.6
1380013,451.7,HR,M,281.7,163.2
1380014,45.6,Support,M,125.6,294.3
1380015,119.4,Sales,F,457.7,55.5
1380016,143.3,Sales,M,498.8,101.1
1380017,482.1,Sales,M,177.0,181.9
1380018,443.5,Engineering,F,301.6,12.8
1380019,333.3,Sales,M,429.7,453.9
1380020,470.4,Engineering,F,320.0,329.2
1380021,43.1,Support,M,186.1,163.7
1380022,435.1,Support,M,37.6,420.1
1380023,70.3,Sales,F,371.7,416.4
1380024,121.9,Support,F,427.0,287.0
1380025,22.1,Support,M,487.7,426.7
1380026,26.8,Support,M,29.3,236.7
1380027,87.7,HR,F,267.4,282.6
1380028,118.4,Sales,F,241.3,156.8
1380029,363.9,HR,F,471.2,423.4
1380030,430.6,HR,M,470.4,126.1
1380031,60.5,Support,M,145.5,461.5
1380032,322.1,Engineering,M,459.1,386.6
1380033,241.1,HR,M,443.4,111.8
1380034,211.6,Engineering,F,431.1,67.1
1380035,288.9,Sales,M,43.3,393.4
1380036,348.4,Support,F,362.4,295.7
1380037,121.9,Sales,M,369.9,445.9
1380038,205.1,HR,F,312.6,151.0
1380039,318.0,Sales,F,184.4,328.5
1380040,252.2,Support,M,128.0,276.6
1380041,87.7,Support,F,312.1,229.3
1380042,145.0,HR,M,220.9,110.2
1380043,79.3,HR,F,376.2,59.3
1380044,399.3,Sales,F,161.7,477.1
1380045,226.4,Sales,F,162.8,300.9
1380046,166.6,Engineering,M,262.8,401.2
1380047,184.0,Sales,F,466.7,355.1
1380048,350.6,Engineering,F,374.9,41.1
1380049,493.5,Engineering,F,79.3,356.7
1380050,396.8,Support,M,381.8,309.4
1380051,302.1,Support,F,147.7,132.5
