EmployeeID,ExpYears,Department,Gender,EducationLevel,Salary
1880001,260.9,HR,M,441.5,335.1
1880002,396.9,Support,F,335.1,431.0
1880003,284.7,Engineering,M,144.9,488.3
1880004,155.4,Engineering,F,302.3,392.4
1880005,406.4,Sales,F,280.4,34.8
1880006,167.6,Support,F,235.8,255.7
1880007,141.9,HR,F,23.4,411.0
1880008,184.2,Engineering,M,163.7,209.6
1880009,44.3,Sales,M,294.3,476.6
1880010,472.4,Sales,M,10.9,106.8
1880011,379.2,Support,M,218.8,455.8
1880012,476.3,Engineering,F,252.2,
1880013,327.8,Sales,M,21.4,453.5
1880014,363.1,HR,M,431.4,273.4
1880015,149.3,Sales,F,318.6,127.3
1880016,453.4,Support,M,34.0,227.7
1880017,334.9,Engineering,M,29.7,450.9
1880018,194.5,Engineering,F,484.4,78.9
1880019,248.7,Sales,F,395.5,273.8
1880020,55.9,Engineering,M,267.0,219.4
1880021,67.6,Sales,M,200.1,333.3
1880022,46.9,HR,F,368.3,423.4
1880023,134.9,Support,M,244.8,398.1
1880024,10.6,Engineering,M,179.9,100.5
1880025,52.9,Support,F,397.6,202.2
1880026,431.5,Support,M,161.0,273.5
1880027,379.8,Sales,F,492.7,473.2
1880028,424.1,Engineering,M,202.1,193.2
1880029,348.8,HR,M,128.0,134.0
1880030,65.7,Support,M,114.9,366.1
1880031,300.5,Sales,F,402.9,124.9
1880032,132.5,Support,M,423.2,330.7
1880033,244.9,Sales,M,130.0,345.9
1880034,59.4,Engineering,F,407.1,371.5
1880035,59.3,Support,F,366.0,417.5
1880036,278.9,Engineering,M,94.1,325.4
1880037,480.9,HR,M,395.0,129.6
1880038,216.3,Sales,F,35.6,451.1
1880039,109.7,Sales,F,415.5,447.7
1880040,484.9,Engineering,M,267.3,200.0
1880041,446.1,Engineering,M,382.9,
1880042,149.3,HR,M,390.5,235.9
1880043,55.3,Support,M,453.1,158.6
1880044,431.8,Sales,F,124.8,160.6
1880045,145.7,Sales,F,195.6,285.6
