ProjectID,TeamSize,DeployCount_Weekly,SuccessRate_Percent,RollbackTime_Mins,PerformanceScore
1840001,43.5,24.7,221.4,263.2,80.1
1840002,257.6,97.2,278.2,306.3,215.4
1840003,486.4,312.8,76.4,18.4,490.0
1840004,106.5,420.9,198.4,307.6,82.7
1840005,197.4,319.5,280.0,29.0,212.1
1840006,38.9,239.7,351.3,360.3,288.9
1840007,286.3,213.3,388.5,355.1,389.1
1840008,288.8,247.6,,470.5,125.4
1840009,407.6,141.4,444.9,178.3,184.3
1840010,183.4,316.2,,287.9,170.6
1840011,240.5,312.9,294.5,208.6,366.5
1840012,161.0,315.4,156.7,73.2,115.5
1840013,118.7,442.2,450.6,249.9,74.5
1840014,391.8,425.7,396.5,216.7,279.6
1840015,399.3,402.0,369.2,314.3,368.0
1840016,367.0,27.8,353.4,478.9,180.5
1840017,471.8,398.3,196.4,432.2,130.3
1840018,371.7,163.8,190.8,286.5,282.9
1840019,99.5,270.6,447.3,154.6,143.1
1840020,218.6,206.7,31.1,448.1,115.1
1840021,491.7,354.4,489.6,157.0,155.7
1840022,309.8,279.5,142.8,219.0,471.8
1840023,410.3,293.1,87.7,162.9,392.8
1840024,438.3,466.1,412.6,437.2,252.2
1840025,298.1,41.0,187.7,66.8,46.5
1840026,246.2,499.0,412.8,363.5,158.7
1840027,101.4,212.1,467.2,358.7,68.5
1840028,308.0,367.1,376.9,254.1,133.9
1840029,395.6,193.8,493.1,479.7,327.8
1840030,50.0,240.3,102.2,468.7,470.9
1840031,395.6,86.6,303.2,433.7,224.5
1840032,149.8,365.3,216.5,384.2,164.9
1840033,11.9,296.7,259.0,144.5,26.9
1840034,316.2,92.9,499.3,489.8,241.9
1840035,357.4,71.6,290.1,132.2,316.9
1840036,458.2,461.0,305.2,32.7,464.5
1840037,344.2,137.8,174.9,476.9,168.4
1840038,226.3,464.0,265.5,319.2,16.0
1840039,342.4,65.4,112.6,229.0,149.7
1840040,425.9,409.9,304.3,317.3,21.7
1840041,345.3,59.3,104.9,324.2,161.3
1840042,238.4,229.1,324.7,431.7,94.7
1840043,422.8,265.6,339.5,403.7,402.4
1840044,384.9,113.1,430.5,189.4,453.8
1840045,489.0,434.2,387.7,202.0,104.2
1840046,208.6,183.4,26.0,336.9,180.3
1840047,242.0,390.9,40.0,495.2,69.5
1840048,20.7,48.3,50.1,383.3,189.3
1840049,475.0,389.8,90.1,191.2,293.1
1840050,82.3,395.2,82.5,457.8,380.7
1840051,85.9,473.8,38.3,475.9,278.1
1840052,414.4,151.3,395.8,96.3,473.5
1840053,406.6,426.9,374.5,477.7,220.1
1840054,242.0,166.4,370.2,220.4,33.6
1840055,406.7,477.1,71.2,273.2,283.2
1840056,64.3,278.0,117.8,304.4,444.4
1840057,315.2,290.7,458.1,418.2,313.6
1840058,188.4,438.0,343.7,281.0,45.5
1840059,435.5,156.0,439.6,401.3,288.4
1840060,143.1,96.1,194.3,221.5,339.5
1840061,370.1,483.6,18.6,494.3,112.7
1840062,409.5,442.0,96.6,477.1,442.1
1840063,11.0,410.8,365.3,190.9,467.4
1840064,20.3,54.5,457.5,229.2,354.8
1840065,481.6,103.2,294.1,171.2,193.2
1840066,378.5,242.3,400.0,44.4,439.6
1840067,440.3,270.0,333.8,104.2,360.0
1840068,360.0,148.9,266.4,429.3,266.3
1840069,354.6,276.3,218.1,432.3,171.8
1840070,168.6,411.7,439.2,52.2,382.7
1840071,38.0,489.2,335.7,112.4,211.8
1840072,450.4,210.9,189.1,284.0,220.1
1840073,187.8,214.2,499.4,355.7,294.1
1840074,308.5,324.5,72.6,319.7,234.9
1840075,278.5,16.6,451.1,299.1,327.7
1840076,325.1,101.0,328.8,158.1,95.8
1840077,378.6,384.3,341.0,16.4,194.5
1840078,290.1,370.0,107.8,381.0,161.2
1840079,158.7,104.3,486.6,205.7,201.0
1840080,176.2,130.6,391.6,138.4,425.4
1840081,304.8,407.5,339.6,399.1,308.3
1840082,141.5,66.9,216.4,114.1,234.2
1840083,77.5,292.6,487.4,357.4,107.7
1840084,462.2,330.6,425.7,235.8,231.2
1840085,204.3,441.7,353.8,251.7,280.8
1840086,430.2,432.9,160.1,133.3,21.2
1840087,163.4,445.5,238.2,17.0,453.0
1840088,91.5,463.2,476.5,283.8,351.8
1840089,345.8,319.3,398.3,375.9,320.1
1840090,59.5,271.6,95.2,410.9,198.9
1840091,187.3,73.3,456.4,29.3,27.4
1840092,298.2,476.3,342.3,243.7,189.0
1840093,63.7,86.2,214.5,169.4,303.4
1840094,91.6,429.3,122.5,94.5,422.3
1840095,488.5,261.6,129.5,68.8,218.2
1840096,175.5,181.1,368.7,38.7,52.6
1840097,50.0,465.4,350.4,459.6,472.7
1840098,145.0,149.8,112.9,436.9,376.4
1840099,138.1,326.2,47.1,214.6,280.3
1840100,276.2,433.1,166.5,134.1,112.3
1840101,153.2,237.2,15.2,199.1,328.2
1840102,219.6,94.6,99.8,116.4,485.0
1840103,219.0,471.2,380.9,470.0,208.7
1840104,220.8,344.0,268.0,100.8,343.4
1840105,12.3,13.0,218.2,283.7,306.5
1840106,442.9,216.3,191.7,478.2,361.3
1840107,170.3,187.8,438.1,392.5,476.9
1840108,336.4,346.6,89.4,186.6,490.2
1840109,167.8,232.0,470.7,20.1,109.4
1840110,319.3,388.3,324.6,131.7,90.3
1840111,41.1,26.7,289.6,421.5,204.8
1840112,279.3,165.7,156.0,468.9,364.3
1840113,423.6,178.5,323.4,352.8,367.0
1840114,275.0,191.9,310.1,229.5,498.1
1840115,86.2,408.5,253.7,316.1,490.3
1840116,162.5,15.8,88.3,439.6,490.4
1840117,359.3,47.0,26.1,246.7,444.8
1840118,265.1,457.6,17.0,232.9,219.6
1840119,228.7,259.7,348.2,206.7,370.6
1840120,39.9,372.1,18.6,498.4,464.7
1840121,440.1,381.2,250.6,284.3,442.2
1840122,184.8,429.4,67.8,215.2,438.6
1840123,136.7,490.7,353.8,316.1,65.6
1840124,286.3,149.4,277.4,129.6,185.2
1840125,202.9,236.3,315.0,65.5,345.6
1840126,122.7,256.8,27.8,228.7,35.0
1840127,109.1,445.4,20.3,219.1,29.1
1840128,18.8,219.3,210.2,429.5,112.5
1840129,260.3,12.7,488.3,108.7,104.8
1840130,362.7,483.2,,244.3,403.6
1840131,478.0,121.6,486.2,414.4,403.0
1840132,296.0,74.8,39.5,486.7,12.0
1840133,403.5,459.0,273.5,104.8,390.9
1840134,137.6,326.7,307.5,210.4,302.0
1840135,74.4,207.7,480.8,487.2,318.4
1840136,47.3,38.6,80.6,424.2,295.4
1840137,274.8,18.3,53.6,13.1,31.0
1840138,150.2,432.9,316.0,317.3,395.9
1840139,438.5,474.3,111.4,101.4,324.7
1840140,183.4,302.4,59.6,313.7,312.8
1840141,457.0,83.1,263.6,107.3,101.3
1840142,418.9,135.0,347.7,188.0,97.0
1840143,427.7,28.9,423.9,283.9,311.4
1840144,362.0,176.6,23.2,81.7,406.8
1840145,33.4,72.5,45.2,278.3,240.5
1840146,225.8,410.5,222.3,301.8,208.0
1840147,319.6,243.1,180.2,169.7,370.4
1840148,245.0,333.3,330.2,131.3,47.6
1840149,163.4,146.5,297.0,103.8,170.0
1840150,396.0,243.2,436.5,381.8,69.9
1840151,117.6,407.4,322.0,469.4,267.8
1840152,291.1,44.2,61.0,446.9,373.0
1840153,486.8,52.6,160.0,416.9,140.4
1840154,102.6,363.3,113.4,328.8,446.3
1840155,252.6,363.0,304.5,76.9,110.1
1840156,37.9,194.2,320.9,429.0,184.9
1840157,461.4,131.3,405.7,54.9,264.8
1840158,129.2,19.8,86.4,98.8,330.3
1840159,206.1,420.1,244.9,297.4,126.1
1840160,236.1,444.0,417.3,108.3,110.0
1840161,155.0,343.9,409.3,290.3,390.5
1840162,289.7,260.6,219.2,423.0,259.7
1840163,18.7,372.9,11.8,224.3,102.4
1840164,184.6,347.6,371.6,433.4,450.6
1840165,74.6,127.2,453.8,244.7,349.0
1840166,111.7,46.1,333.9,230.6,73.2
1840167,358.7,16.5,368.4,234.6,78.5
1840168,434.4,188.1,246.9,409.9,462.7
1840169,259.9,488.4,364.1,181.6,440.2
1840170,475.1,319.2,294.5,466.0,46.6
1840171,184.3,496.3,118.8,283.6,97.6
1840172,458.2,83.0,282.8,407.5,483.9
1840173,247.4,33.9,185.6,81.4,311.1
1840174,472.4,431.6,195.8,255.1,280.8
1840175,325.3,239.3,230.1,312.7,417.6
1840176,498.7,50.0,103.1,495.4,231.4
1840177,444.1,86.9,387.1,430.6,433.1
1840178,35.4,370.9,276.7,466.4,264.7
1840179,486.7,467.5,94.8,420.4,89.0
1840180,167.7,324.6,439.5,341.0,428.2
1840181,390.1,88.2,147.9,214.3,491.2
1840182,94.5,111.1,143.6,471.8,262.3
1840183,298.3,151.0,173.0,278.9,498.6
1840184,489.9,175.6,498.2,282.6,476.6
1840185,340.6,130.6,301.5,473.5,260.6
1840186,459.3,331.8,364.5,75.2,260.8
1840187,195.8,384.8,97.7,357.2,65.7
1840188,138.4,94.8,23.2,323.2,385.3
1840189,472.4,345.0,214.9,381.1,374.1
1840190,11.0,422.6,258.0,150.0,277.3
1840191,367.0,118.9,210.3,37.2,187.4
1840192,235.7,182.6,377.1,269.8,449.6
1840193,116.0,307.1,174.6,414.6,106.4
1840194,466.7,184.2,446.2,277.2,29.5
1840195,252.0,38.7,255.0,240.5,137.3
1840196,40.9,13.4,74.9,439.0,143.3
1840197,261.8,103.2,291.1,389.4,481.6
1840198,222.5,356.6,387.6,223.0,382.5
1840199,295.9,18.5,396.9,100.8,272.7
1840200,363.6,388.3,337.9,211.4,369.3
1840201,35.1,199.8,399.9,415.4,416.5
1840202,233.3,390.1,291.4,399.6,437.1
1840203,457.8,58.1,314.8,64.7,126.3
1840204,400.6,200.5,99.5,492.7,49.8
1840205,309.8,267.8,128.9,93.1,494.6
1840206,310.0,480.9,197.2,108.8,294.4
1840207,453.5,483.0,445.6,477.1,101.2
1840208,339.0,449.0,51.5,241.5,17.7
1840209,477.1,456.6,480.1,136.1,358.2
1840210,447.3,203.5,435.3,464.1,299.2
1840211,429.1,433.0,349.1,19.1,52.6
1840212,450.9,436.7,341.3,163.7,164.5
1840213,70.0,460.0,448.0,92.7,233.2
1840214,318.1,94.0,452.1,92.4,434.8
1840215,209.2,202.1,382.1,65.7,188.9
1840216,353.7,137.3,496.3,155.8,181.4
1840217,75.1,275.9,110.8,272.1,14.8
1840218,207.8,458.4,431.3,77.6,429.7
1840219,229.2,156.6,390.9,474.9,366.2
1840220,272.8,326.4,210.7,295.2,382.2
1840221,148.5,472.6,417.7,217.5,321.8
1840222,496.7,60.2,63.8,159.8,80.3
1840223,471.4,51.7,273.5,16.8,488.1
1840224,444.0,91.3,295.2,478.5,412.6
1840225,381.1,19.3,449.8,233.6,280.5
1840226,73.5,338.3,389.8,48.6,464.7
1840227,373.3,476.7,414.0,156.4,483.5
1840228,375.8,364.8,427.8,81.4,46.9
1840229,496.7,406.3,323.0,309.9,173.1
1840230,179.3,445.4,398.9,476.7,447.1
1840231,490.8,384.5,297.9,25.9,351.7
1840232,98.5,17.3,44.9,435.2,452.2
1840233,186.0,226.0,484.7,418.9,208.5
1840234,69.1,160.8,388.8,290.3,287.4
1840235,93.4,355.4,28.5,130.6,83.6
1840236,52.3,18.5,229.1,321.0,364.6
1840237,253.1,170.3,354.5,290.9,291.8
1840238,111.7,108.3,54.6,179.2,20.8
1840239,77.6,432.0,467.9,219.6,196.3
1840240,319.4,155.3,452.5,350.2,450.4
1840241,285.3,283.8,208.2,478.6,64.3
1840242,346.2,346.7,103.9,423.7,111.4
1840243,154.9,131.6,498.1,254.3,346.0
1840244,398.8,258.7,83.3,316.7,276.3
1840245,448.7,236.7,325.3,376.3,226.8
1840246,276.9,190.7,259.3,244.5,248.6
1840247,464.4,93.8,256.9,131.6,137.6
1840248,458.0,110.8,490.5,404.5,384.5
1840249,60.3,422.0,496.8,211.0,49.7
1840250,222.3,400.3,22.4,450.5,481.8
1840251,199.6,30.7,81.7,162.0,428.1
1840252,269.9,11.1,470.1,232.4,406.0
1840253,494.6,289.3,57.5,250.3,50.3
1840254,58.3,129.8,101.9,51.9,108.4
1840255,291.9,166.0,172.7,96.5,99.5
1840256,488.2,11.1,104.8,347.6,262.7
1840257,44.7,422.1,208.7,316.3,41.4
1840258,408.7,219.2,401.7,98.6,221.1
1840259,267.7,220.1,473.3,22.1,323.9
1840260,345.2,339.1,454.4,235.7,407.9
1840261,342.5,185.0,191.7,330.8,180.4
1840262,228.7,469.0,159.7,116.0,187.1
1840263,96.9,387.9,423.3,327.3,15.7
1840264,187.5,204.3,129.3,397.6,239.3
1840265,291.0,429.4,491.0,45.0,259.0
1840266,425.8,322.1,195.5,167.7,456.8
1840267,331.5,17.8,475.6,392.5,150.1
1840268,30.0,448.7,332.5,27.6,383.8
1840269,121.6,209.4,221.7,162.4,50.4
1840270,30.4,230.6,195.4,199.7,479.7
1840271,442.1,262.6,189.9,141.4,124.7
1840272,273.4,308.9,217.0,451.2,431.5
1840273,429.8,406.9,464.2,13.9,495.8
1840274,266.3,371.6,385.4,148.1,102.7
1840275,370.4,137.5,390.0,165.3,499.1
1840276,434.7,61.7,47.7,380.8,108.5
1840277,175.7,330.5,411.3,366.4,254.4
1840278,58.5,276.7,326.9,499.4,104.2
1840279,138.2,146.9,359.0,457.4,379.9
1840280,301.6,153.9,235.9,48.3,115.0
1840281,120.2,373.1,213.5,401.0,426.9
1840282,231.2,252.0,231.0,143.6,263.4
1840283,60.1,307.4,13.8,117.6,371.4
1840284,391.1,463.4,491.2,302.0,85.4
1840285,441.7,332.9,431.1,488.1,44.6
1840286,116.9,285.2,294.1,63.6,151.1
1840287,274.0,43.3,68.1,262.6,299.5
1840288,320.7,401.4,364.3,393.4,53.7
1840289,225.6,422.2,287.8,21.9,345.9
1840290,47.6,326.7,480.9,123.8,298.4
1840291,44.0,488.9,214.7,348.0,487.0
1840292,181.9,27.7,128.3,156.4,315.8
1840293,466.7,174.6,470.3,135.9,174.3
1840294,477.5,58.0,358.1,491.9,199.6
1840295,373.8,448.6,31.5,60.8,157.3
1840296,487.0,173.8,420.0,310.0,236.6
1840297,50.7,320.2,364.9,459.8,416.5
1840298,254.2,166.8,54.9,23.4,146.3
1840299,491.2,84.7,135.9,111.2,60.1
1840300,310.5,165.1,289.6,258.0,256.9
1840301,15.2,328.2,167.5,228.1,38.7
1840302,45.0,466.1,350.9,368.3,74.2
1840303,243.0,173.3,491.0,284.0,468.8
1840304,140.6,265.6,109.6,206.3,312.2
1840305,164.9,164.8,48.3,366.9,364.9
1840306,448.0,403.5,217.5,292.5,258.2
1840307,49.1,327.5,270.4,460.6,170.3
1840308,407.4,393.1,321.8,373.2,261.3
1840309,288.5,203.9,286.6,344.7,447.3
1840310,278.9,477.0,397.0,165.0,433.8
1840311,69.0,417.5,362.7,121.3,377.8
1840312,410.1,200.5,241.3,214.7,130.3
1840313,270.6,148.0,155.2,90.2,250.4
1840314,260.9,328.7,317.6,81.6,422.9
1840315,255.5,403.7,189.1,119.9,267.9
1840316,161.8,365.9,298.3,355.8,463.1
1840317,461.9,427.2,18.6,435.6,391.9
1840318,392.9,444.7,384.7,376.7,223.0
1840319,153.8,182.0,104.8,472.8,227.1
1840320,347.9,218.3,361.3,85.6,299.1
1840321,175.6,389.9,290.4,28.5,282.1
1840322,226.1,353.8,183.9,281.0,261.9
