TransactionID,ItemCount,FreshProduce_Percent,CouponUsed,PaymentMethod,TotalSpend
1690001,338.1,218.9,0,220.9,91.3
1690002,454.7,484.6,1,445.9,363.1
1690003,337.3,227.2,0,369.0,354.4
1690004,48.4,48.7,1,462.0,402.0
1690005,243.0,213.7,1,371.4,250.9
1690006,468.2,354.7,1,392.5,38.3
1690007,84.1,486.6,1,68.7,46.6
1690008,22.8,350.5,0,216.2,332.2
1690009,104.0,431.3,1,191.8,145.7
1690010,54.7,120.4,0,319.9,348.1
1690011,203.8,238.2,1,45.1,443.4
1690012,361.5,310.8,0,243.2,395.1
1690013,218.6,351.7,1,307.3,357.1
1690014,240.9,83.4,1,412.2,181.5
1690015,94.8,19.0,0,171.1,160.8
1690016,301.5,342.5,0,115.4,442.7
1690017,18.8,325.3,0,103.1,27.2
1690018,417.5,,1,66.1,144.9
1690019,119.4,273.3,0,301.3,221.2
1690020,128.5,345.9,1,73.5,307.9
1690021,403.0,218.6,0,446.8,36.1
1690022,35.7,171.9,1,411.7,408.3
1690023,223.6,81.7,0,35.3,295.7
1690024,103.4,215.3,1,119.2,335.1
1690025,119.6,368.8,0,95.2,56.7
1690026,435.9,36.5,1,284.9,45.4
1690027,466.7,,0,306.5,350.3
1690028,199.8,358.7,1,380.2,306.2
1690029,400.7,115.3,0,241.7,260.9
1690030,122.7,229.7,1,205.6,23.4
1690031,460.0,492.0,1,406.0,423.4
1690032,176.2,147.2,0,126.1,484.1
1690033,18.5,293.6,0,474.4,179.5
1690034,201.2,305.4,1,53.2,95.2
1690035,217.8,92.4,0,71.4,365.5
1690036,97.4,71.1,0,249.1,438.1
1690037,172.8,16.5,1,216.9,287.6
1690038,453.6,78.8,0,393.4,220.3
1690039,350.6,76.5,0,473.9,409.0
1690040,80.6,448.3,0,491.0,475.8
1690041,368.9,30.3,0,43.2,443.7
1690042,52.7,52.8,1,347.3,255.8
1690043,494.1,279.5,1,325.2,193.4
1690044,36.5,343.0,0,105.3,410.9
1690045,499.8,349.4,0,132.5,393.7
1690046,100.0,292.5,0,108.8,424.5
1690047,212.8,336.0,1,318.2,228.2
1690048,66.5,464.1,1,194.7,490.9
1690049,258.0,61.6,0,127.2,94.3
1690050,178.9,239.4,1,466.3,157.2
1690051,51.1,430.7,0,433.4,261.4
1690052,490.8,446.1,0,68.5,81.0
