DayID,AQI,PM25_Density,Temperature,RespiratoryAdmissions,RiskLevel
1460001,254.1,442.2,89.5,138.7,High
1460002,313.3,161.6,180.4,210.1,High
1460003,156.9,175.8,158.1,280.5,Medium
1460004,137.7,94.3,76.7,341.7,Medium
1460005,173.6,27.2,364.8,258.3,Low
1460006,452.2,206.9,68.6,261.6,Medium
1460007,187.8,215.2,459.7,363.4,High
1460008,13.1,352.2,285.1,252.8,Medium
1460009,473.0,370.8,173.3,132.6,Medium
1460010,382.9,474.1,52.2,158.3,High
1460011,305.5,380.3,31.1,413.7,Low
1460012,144.6,89.8,198.6,81.3,High
1460013,494.6,331.9,420.9,205.9,Medium
1460014,218.6,330.3,425.7,143.9,High
1460015,373.5,237.3,344.2,243.9,High
1460016,145.9,62.1,123.1,86.4,Medium
1460017,332.2,149.0,72.1,241.9,Low
1460018,78.2,265.7,41.0,53.1,Medium
1460019,353.4,69.9,21.9,63.6,Medium
1460020,183.1,129.8,337.3,217.0,Low
1460021,361.1,362.0,145.8,306.4,Medium
1460022,332.8,231.2,373.6,193.9,Low
1460023,276.6,310.7,126.5,52.4,High
1460024,254.2,198.6,410.4,369.3,Medium
1460025,429.4,151.6,403.3,73.0,Low
1460026,32.2,230.6,137.3,426.1,Low
1460027,398.7,98.0,134.1,454.4,Low
1460028,240.3,,263.2,52.0,Low
1460029,133.9,287.0,341.9,220.5,High
1460030,315.0,286.0,288.5,345.1,Low
1460031,436.4,393.3,399.0,127.4,High
1460032,496.8,454.7,470.1,34.1,Low
1460033,303.7,226.3,325.8,454.5,Low
1460034,170.3,255.5,370.0,254.2,Medium
1460035,413.7,325.6,362.0,311.8,High
1460036,274.5,440.6,248.9,356.3,High
1460037,316.6,259.4,379.5,445.0,High
1460038,368.9,312.2,138.4,384.3,Medium
1460039,62.6,373.0,53.5,458.7,Medium
1460040,30.0,269.1,25.9,182.6,Low
1460041,333.3,429.6,126.9,59.4,Low
1460042,432.1,488.3,145.3,15.4,Medium
1460043,443.5,317.7,165.6,326.3,Low
1460044,396.9,264.0,73.4,472.4,High
1460045,372.3,127.6,202.7,361.4,High
1460046,212.9,66.8,42.6,412.8,Low
1460047,297.9,307.2,13.7,331.8,High
1460048,157.0,196.6,240.5,280.0,High
1460049,303.8,119.6,354.1,98.5,Medium
1460050,473.1,123.6,245.6,493.8,High
1460051,164.6,51.2,91.4,15.6,Low
1460052,304.8,357.1,87.3,380.6,Medium
1460053,452.8,130.7,319.7,238.3,Low
1460054,352.3,475.8,196.5,248.2,Low
1460055,226.4,,389.3,390.6,Medium
1460056,153.8,358.6,376.9,61.1,High
1460057,97.3,452.9,482.4,158.9,Low
1460058,452.2,257.1,175.4,107.2,Low
1460059,490.8,,288.6,163.8,Medium
1460060,411.8,497.8,324.6,324.2,Medium
1460061,297.6,159.5,378.8,362.2,High
1460062,149.2,101.5,42.1,244.9,Medium
