EmployeeID,ExpYears,Department,Gender,EducationLevel,Salary
1480001,291.9,Engineering,F,78.5,357.9
1480002,78.8,Support,F,288.4,440.8
1480003,87.6,Support,F,364.1,49.1
1480004,40.6,Support,F,179.8,208.3
1480005,292.1,Sales,F,445.6,469.9
1480006,307.1,Support,F,272.6,47.5
1480007,121.1,Engineering,F,146.3,497.7
1480008,458.3,HR,F,49.5,123.2
1480009,458.6,HR,M,54.9,266.0
1480010,446.2,Support,M,321.0,405.6
1480011,359.4,Support,M,237.3,244.5
1480012,288.0,Sales,M,195.4,
1480013,388.8,Sales,M,355.4,257.5
1480014,20.9,Support,F,419.3,212.9
1480015,311.8,Support,F,187.1,305.6
1480016,138.2,Support,M,104.3,28.9
1480017,139.7,Support,F,193.8,270.2
1480018,199.5,HR,M,424.2,497.1
1480019,91.8,HR,F,176.7,136.3
1480020,182.6,HR,M,93.4,136.0
1480021,279.8,Support,M,495.9,
1480022,229.5,Engineering,F,379.1,308.1
1480023,234.2,Engineering,F,74.8,368.6
1480024,360.8,Sales,M,187.9,293.4
1480025,265.9,HR,M,309.2,62.4
1480026,255.3,Support,M,226.2,211.1
1480027,172.3,Support,M,28.8,499.4
1480028,211.7,Engineering,M,157.4,49.9
1480029,99.2,Sales,M,142.0,163.7
1480030,304.2,HR,M,239.0,227.1
1480031,458.8,Engineering,F,427.4,382.1
1480032,184.2,HR,M,500.0,110.7
1480033,294.6,Support,M,189.9,401.2
1480034,386.6,HR,M,134.1,117.8
1480035,286.6,Support,M,67.6,446.1
1480036,374.5,Engineering,F,23.3,468.4
1480037,227.9,Sales,M,69.2,169.6
1480038,425.7,Sales,F,497.7,285.0
1480039,417.2,Sales,F,70.5,217.9
1480040,76.7,Sales,F,146.7,223.2
1480041,382.9,Support,F,206.6,49.7
1480042,79.9,Sales,M,35.7,33.6
1480043,407.7,Engineering,F,434.6,165.9
1480044,231.8,Sales,F,81.6,321.2
1480045,404.3,Support,F,125.2,367.0
1480046,298.5,Support,M,391.0,269.1
1480047,274.8,HR,F,474.8,443.3
1480048,315.3,Engineering,F,50.6,
1480049,498.8,Sales,F,397.2,312.6
1480050,283.5,Engineering,F,369.0,434.6
1480051,31.9,Sales,F,162.4,410.8
1480052,276.5,HR,F,313.5,351.3
1480053,349.2,HR,M,459.0,147.0
1480054,133.6,Engineering,M,405.6,381.6
1480055,57.0,Engineering,M,333.3,93.0
1480056,280.2,HR,M,190.6,240.8
1480057,12.6,Support,F,255.0,77.1
1480058,424.5,Sales,F,224.1,191.1
1480059,398.9,Sales,M,438.6,325.4
1480060,386.0,Engineering,F,360.3,284.0
1480061,338.4,Sales,M,43.6,279.0
1480062,182.5,Support,F,298.5,377.3
1480063,176.1,Engineering,F,381.2,488.0
1480064,493.3,Sales,F,237.3,173.8
1480065,105.6,Engineering,M,479.0,109.1
1480066,176.3,HR,F,432.2,287.9
1480067,74.7,Support,M,146.7,142.8
1480068,374.3,HR,M,483.4,354.6
1480069,435.4,Engineering,F,320.5,138.8
1480070,360.8,Support,M,78.0,357.7
1480071,15.4,Sales,F,130.1,22.9
1480072,469.0,HR,F,107.6,123.3
1480073,204.5,HR,F,206.3,153.1
1480074,98.6,Support,M,265.1,156.4
1480075,337.0,Engineering,M,181.5,162.9
1480076,455.8,HR,M,100.1,66.7
1480077,161.6,Support,F,449.9,313.1
1480078,86.1,Engineering,F,130.5,77.8
1480079,264.2,Engineering,F,427.5,98.7
1480080,333.1,Support,M,135.1,176.0
1480081,358.7,Engineering,M,306.4,354.6
1480082,282.1,Support,M,205.3,211.1
1480083,444.8,Sales,F,47.5,22.3
1480084,15.0,Engineering,M,365.1,448.4
1480085,160.7,Support,F,83.9,28.5
1480086,150.2,Support,F,328.0,442.5
1480087,163.8,Engineering,M,21.6,48.6
1480088,390.5,HR,F,110.7,196.0
1480089,51.1,HR,M,278.2,43.7
1480090,250.4,Engineering,F,431.5,23.6
1480091,472.0,HR,F,42.7,420.7
1480092,245.5,HR,M,170.0,17.1
1480093,499.0,Sales,M,135.2,252.7
1480094,375.4,Engineering,M,212.1,316.4
1480095,238.4,Engineering,F,475.8,420.4
1480096,263.7,HR,M,315.2,189.5
1480097,363.0,Engineering,F,245.6,448.4
1480098,308.9,Engineering,F,204.3,394.6
1480099,134.6,Sales,M,437.5,141.5
1480100,67.5,Engineering,F,411.2,162.7
1480101,49.5,Sales,F,152.5,165.8
1480102,328.7,Sales,F,82.0,27.0
1480103,269.0,Engineering,M,495.4,464.6
1480104,177.4,Support,F,446.5,384.2
1480105,449.6,Sales,M,37.6,101.1
1480106,427.0,HR,F,325.6,61.7
1480107,230.1,Engineering,F,164.2,248.6
1480108,399.5,Support,M,198.5,359.5
1480109,141.9,Support,M,234.2,148.0
1480110,25.6,Support,F,195.5,290.7
1480111,140.6,Support,M,326.5,484.7
1480112,302.9,HR,F,399.4,77.7
1480113,307.3,Engineering,F,251.0,124.7
1480114,119.4,Engineering,M,333.2,465.0
1480115,215.6,Sales,M,270.2,114.5
1480116,269.9,Support,M,107.9,57.7
1480117,174.2,HR,M,25.4,182.4
1480118,405.5,Sales,F,83.7,291.0
1480119,221.4,Sales,F,382.9,35.7
1480120,199.5,HR,M,364.4,187.8
1480121,486.3,Engineering,F,219.2,355.3
1480122,17.7,Support,M,259.7,178.4
1480123,334.3,Support,M,204.6,151.4
1480124,48.4,HR,M,21.9,291.4
1480125,204.2,Engineering,F,445.4,296.9
1480126,75.6,Sales,F,35.1,231.6
1480127,340.0,Engineering,F,480.3,18.0
1480128,464.6,Engineering,M,399.0,44.6
1480129,108.9,Support,F,104.4,160.6
1480130,361.2,HR,M,382.2,372.2
1480131,463.2,HR,F,420.3,453.4
1480132,475.4,HR,M,69.8,355.1
1480133,59.2,Engineering,M,79.1,366.1
1480134,416.2,Support,F,167.4,219.3
1480135,393.6,Support,F,395.8,402.0
1480136,379.3,HR,M,181.6,442.0
1480137,101.2,Support,M,362.5,392.0
1480138,269.8,Engineering,F,265.1,98.3
1480139,90.5,Support,M,156.8,79.3
1480140,313.1,Sales,M,172.8,181.1
1480141,436.7,HR,M,421.3,341.6
1480142,282.0,HR,F,90.8,49.7
1480143,38.7,Support,M,434.0,259.5
1480144,39.8,HR,M,113.8,488.9
1480145,50.9,Sales,F,242.2,263.3
1480146,243.9,Engineering,M,375.4,325.0
1480147,144.3,Engineering,F,65.6,194.9
1480148,359.3,HR,F,67.1,383.2
1480149,333.6,Support,M,119.5,342.7
1480150,306.9,Sales,F,265.5,270.8
1480151,365.3,Engineering,F,111.8,20.7
1480152,396.2,HR,M,375.7,17.0
1480153,361.9,Engineering,F,452.5,169.6
1480154,50.6,Sales,F,138.0,14.3
1480155,316.5,HR,M,53.3,207.4
1480156,217.6,Engineering,F,491.7,226.7
1480157,244.2,HR,M,245.7,449.7
1480158,249.0,Sales,M,327.0,35.8
1480159,190.4,Sales,F,230.2,338.3
1480160,110.0,Support,M,174.5,19.1
1480161,29.4,HR,F,113.8,
1480162,62.0,Support,M,366.7,393.5
1480163,497.3,HR,F,475.1,247.4
1480164,155.3,Support,F,222.5,57.2
1480165,178.5,Support,F,189.8,258.6
1480166,17.8,Sales,F,345.0,306.9
1480167,470.3,Support,F,321.8,301.6
1480168,74.7,Sales,M,287.9,322.2
1480169,12.8,Support,F,384.5,360.8
1480170,270.2,HR,F,396.8,108.4
1480171,42.7,Engineering,F,334.9,47.5
1480172,207.9,HR,M,46.1,105.6
1480173,450.5,Support,M,202.7,343.7
1480174,409.8,HR,M,110.6,453.8
1480175,324.8,Engineering,M,329.4,386.5
1480176,90.9,Engineering,M,136.5,450.8
1480177,334.2,Engineering,M,110.2,329.5
1480178,482.6,Support,M,181.2,199.2
1480179,323.5,HR,M,272.1,331.0
1480180,27.5,Support,F,349.1,272.0
1480181,256.0,Support,M,39.8,139.7
1480182,240.9,Engineering,F,356.9,421.6
1480183,475.3,Support,F,150.7,262.9
1480184,233.9,Sales,F,36.7,156.5
1480185,289.9,Support,M,449.3,36.2
1480186,195.4,HR,F,221.1,191.5
1480187,473.1,Engineering,M,352.7,104.9
1480188,476.1,Support,F,184.4,177.8
1480189,133.6,HR,F,86.0,450.9
1480190,393.6,Engineering,F,487.9,306.3
1480191,353.2,Support,F,275.7,87.1
1480192,75.4,Sales,M,133.5,299.6
1480193,264.3,Engineering,F,83.3,179.6
1480194,494.2,Engineering,M,116.8,285.5
1480195,333.0,Sales,F,113.2,84.1
1480196,498.3,Support,F,51.4,289.3
1480197,445.3,Support,F,367.8,37.6
1480198,98.7,HR,F,16.8,25.1
1480199,100.5,HR,M,10.1,270.2
1480200,443.0,Engineering,M,427.7,478.8
1480201,157.9,Support,F,284.5,111.5
1480202,340.2,Engineering,F,422.4,192.3
1480203,189.7,Support,F,194.8,228.5
1480204,459.6,HR,M,444.2,498.1
1480205,354.8,Support,M,68.9,154.9
1480206,286.8,Sales,M,420.6,132.8
1480207,26.3,Engineering,F,131.2,268.1
1480208,38.6,Support,M,163.7,474.7
1480209,205.8,Sales,F,74.6,111.3
1480210,409.2,Sales,M,269.2,438.2
1480211,187.9,Support,F,212.5,292.9
1480212,390.7,Sales,F,211.2,436.8
1480213,396.2,Engineering,F,41.4,423.9
1480214,270.2,HR,F,131.5,286.7
1480215,350.0,HR,M,180.9,315.5
1480216,289.7,HR,F,444.7,228.1
1480217,379.2,HR,M,90.5,191.2
1480218,253.0,HR,F,94.9,260.3
1480219,392.4,Support,F,417.0,120.0
1480220,147.0,Engineering,M,278.2,181.4
1480221,351.8,Engineering,M,427.2,346.9
1480222,448.5,Sales,M,374.5,491.0
1480223,64.3,Sales,M,120.6,377.9
1480224,197.4,Engineering,F,250.0,85.9
1480225,295.2,Sales,M,335.0,418.8
1480226,325.0,Engineering,M,321.9,443.8
1480227,335.0,Support,M,110.7,397.2
1480228,274.2,HR,F,303.1,459.2
1480229,480.0,HR,F,424.2,38.0
1480230,235.0,Support,M,402.0,109.9
1480231,28.9,HR,M,373.2,325.9
1480232,76.2,Support,M,246.8,133.6
1480233,463.4,Support,M,395.9,146.9
1480234,324.1,Support,M,96.7,213.7
1480235,410.6,Support,F,68.8,490.8
1480236,130.5,Engineering,M,485.8,164.5
1480237,256.8,Support,M,325.0,478.7
1480238,252.4,HR,M,296.7,281.0
1480239,236.1,Support,M,305.2,40.5
